model,song,condition,effect,level,sdr_wet,sdr_dry
demucs,Bobby_Nobody_-_Stitch_Up,reverb_l1,reverb,1,9.269341853084022,8.454918109518301
spleeter,Bobby_Nobody_-_Stitch_Up,reverb_l1,reverb,1,6.883190981087688,6.244621232822734
demucs,Bobby_Nobody_-_Stitch_Up,reverb_l2,reverb,2,6.701503890082168,2.177398888100931
spleeter,Bobby_Nobody_-_Stitch_Up,reverb_l2,reverb,2,5.408194378548207,1.5480220485608083
demucs,Bobby_Nobody_-_Stitch_Up,reverb_l3,reverb,3,5.91749332603173,-1.330659878595931
spleeter,Bobby_Nobody_-_Stitch_Up,reverb_l3,reverb,3,4.884192708248686,-1.3805667089300226
demucs,Bobby_Nobody_-_Stitch_Up,reverb_l4,reverb,4,5.820845882134994,-2.251382393002962
spleeter,Bobby_Nobody_-_Stitch_Up,reverb_l4,reverb,4,4.869305929677714,-2.2278100508439187
demucs,Carlos_Gonzalez_-_A_Place_For_Us,bitcrush_l1,bitcrush,1,7.3355067567619825,6.464781457449273
spleeter,Carlos_Gonzalez_-_A_Place_For_Us,bitcrush_l1,bitcrush,1,6.1921131279448005,5.784384593047511
demucs,Carlos_Gonzalez_-_A_Place_For_Us,bitcrush_l2,bitcrush,2,7.341953479866424,6.472614660021467
spleeter,Carlos_Gonzalez_-_A_Place_For_Us,bitcrush_l2,bitcrush,2,6.1912666632132165,5.784185105386142
demucs,Carlos_Gonzalez_-_A_Place_For_Us,bitcrush_l3,bitcrush,3,7.358668816038873,6.491486004566024
spleeter,Carlos_Gonzalez_-_A_Place_For_Us,bitcrush_l3,bitcrush,3,6.181104298354505,5.782208694873022
demucs,Carlos_Gonzalez_-_A_Place_For_Us,bitcrush_l4,bitcrush,4,7.224642232854668,6.458656636611196
spleeter,Carlos_Gonzalez_-_A_Place_For_Us,bitcrush_l4,bitcrush,4,6.002636460968576,5.710752217379456
demucs,Carlos_Gonzalez_-_A_Place_For_Us,compression_l1,compression,1,7.854808610558059,7.739358880130345
spleeter,Carlos_Gonzalez_-_A_Place_For_Us,compression_l1,compression,1,6.227916920406086,6.3095906670713795
demucs,Carlos_Gonzalez_-_A_Place_For_Us,compression_l2,compression,2,7.599378437069577,6.254767407493924
spleeter,Carlos_Gonzalez_-_A_Place_For_Us,compression_l2,compression,2,5.921760898252928,5.2893938189942435
demucs,Carlos_Gonzalez_-_A_Place_For_Us,compression_l3,compression,3,7.496748736741054,4.89044313166112
spleeter,Carlos_Gonzalez_-_A_Place_For_Us,compression_l3,compression,3,5.6894259208473805,4.1647092424285015
demucs,Carlos_Gonzalez_-_A_Place_For_Us,compression_l4,compression,4,7.555310911566837,4.186888400228993
spleeter,Carlos_Gonzalez_-_A_Place_For_Us,compression_l4,compression,4,5.697443392628844,3.578881060499441
demucs,Carlos_Gonzalez_-_A_Place_For_Us,delay_l1,delay,1,7.665522043060693,5.80591333192812
spleeter,Carlos_Gonzalez_-_A_Place_For_Us,delay_l1,delay,1,6.195533480727922,4.70734954404738
demucs,Carlos_Gonzalez_-_A_Place_For_Us,delay_l2,delay,2,6.85711448614779,4.572787007338641
spleeter,Carlos_Gonzalez_-_A_Place_For_Us,delay_l2,delay,2,5.620951160324111,3.7547616507223154
demucs,Carlos_Gonzalez_-_A_Place_For_Us,delay_l3,delay,3,6.086463381619272,3.950245611438612
spleeter,Carlos_Gonzalez_-_A_Place_For_Us,delay_l3,delay,3,5.077041726698988,3.251514686205657
demucs,Carlos_Gonzalez_-_A_Place_For_Us,delay_l4,delay,4,5.336224359770236,3.3332284640457184
spleeter,Carlos_Gonzalez_-_A_Place_For_Us,delay_l4,delay,4,4.345708161335498,2.8623561144279392
demucs,Carlos_Gonzalez_-_A_Place_For_Us,original,original,0,7.971902487609875,7.971216530168995
spleeter,Carlos_Gonzalez_-_A_Place_For_Us,original,original,0,6.411459036089218,6.411403393917564
demucs,Carlos_Gonzalez_-_A_Place_For_Us,reverb_l1,reverb,1,7.2467581680395465,6.460410536336692
spleeter,Carlos_Gonzalez_-_A_Place_For_Us,reverb_l1,reverb,1,5.594515633796061,5.246227835072455
demucs,Carlos_Gonzalez_-_A_Place_For_Us,reverb_l2,reverb,2,4.157852718773779,1.7427442320798767
spleeter,Carlos_Gonzalez_-_A_Place_For_Us,reverb_l2,reverb,2,2.9560070948641624,1.3851160089281103
demucs,Carlos_Gonzalez_-_A_Place_For_Us,reverb_l3,reverb,3,3.110286124005345,-0.48845415270888043
spleeter,Carlos_Gonzalez_-_A_Place_For_Us,reverb_l3,reverb,3,2.1404529147621356,-0.4136252089623215
demucs,Carlos_Gonzalez_-_A_Place_For_Us,reverb_l4,reverb,4,2.919059987570897,-1.126737798003431
spleeter,Carlos_Gonzalez_-_A_Place_For_Us,reverb_l4,reverb,4,2.088684013995589,-0.9658262146987046
demucs,Cristina_Vane_-_So_Easy,bitcrush_l1,bitcrush,1,10.509638002625907,7.778088170629705
spleeter,Cristina_Vane_-_So_Easy,bitcrush_l1,bitcrush,1,8.201269674381695,7.209608135046299
demucs,Cristina_Vane_-_So_Easy,bitcrush_l2,bitcrush,2,10.505374108540275,7.7763777958189575
spleeter,Cristina_Vane_-_So_Easy,bitcrush_l2,bitcrush,2,8.204324144847439,7.212961416356874
demucs,Cristina_Vane_-_So_Easy,bitcrush_l3,bitcrush,3,10.500396039855067,7.785764756009904
spleeter,Cristina_Vane_-_So_Easy,bitcrush_l3,bitcrush,3,8.201650679426457,7.225584590138373
demucs,Cristina_Vane_-_So_Easy,bitcrush_l4,bitcrush,4,10.12692994131855,7.714519489228718
spleeter,Cristina_Vane_-_So_Easy,bitcrush_l4,bitcrush,4,7.9990922333211,7.165147232265707
demucs,Cristina_Vane_-_So_Easy,compression_l1,compression,1,10.86308971342426,10.576432884170334
spleeter,Cristina_Vane_-_So_Easy,compression_l1,compression,1,8.794423436755313,8.737258853320782
demucs,Cristina_Vane_-_So_Easy,compression_l2,compression,2,10.721321504103996,8.552687615134841
spleeter,Cristina_Vane_-_So_Easy,compression_l2,compression,2,8.665447390429291,7.382266750782943
demucs,Cristina_Vane_-_So_Easy,compression_l3,compression,3,10.643521512127341,6.780222911541584
spleeter,Cristina_Vane_-_So_Easy,compression_l3,compression,3,8.559060611492404,5.913013770636119
demucs,Cristina_Vane_-_So_Easy,compression_l4,compression,4,10.566404374535727,5.9122397941482845
spleeter,Cristina_Vane_-_So_Easy,compression_l4,compression,4,8.541275991519088,4.978485478080325
demucs,Cristina_Vane_-_So_Easy,delay_l1,delay,1,10.445734221812625,6.865777153831507
spleeter,Cristina_Vane_-_So_Easy,delay_l1,delay,1,8.612981000897275,5.900866656214157
demucs,Cristina_Vane_-_So_Easy,delay_l2,delay,2,9.346056130321637,5.309275435565296
spleeter,Cristina_Vane_-_So_Easy,delay_l2,delay,2,7.472255461355296,4.633357616961483
demucs,Cristina_Vane_-_So_Easy,delay_l3,delay,3,8.385205949232464,4.2590280892111245
spleeter,Cristina_Vane_-_So_Easy,delay_l3,delay,3,6.571667003665148,3.9028738884423984
demucs,Cristina_Vane_-_So_Easy,delay_l4,delay,4,7.71442703098054,3.6814364432407314
spleeter,Cristina_Vane_-_So_Easy,delay_l4,delay,4,5.902872321827796,3.4187133404717898
demucs,Cristina_Vane_-_So_Easy,original,original,0,10.892238508130394,10.892238508130394
spleeter,Cristina_Vane_-_So_Easy,original,original,0,8.848935226947008,8.848935226947008
demucs,Cristina_Vane_-_So_Easy,reverb_l1,reverb,1,10.620614467013452,8.78986813476158
spleeter,Cristina_Vane_-_So_Easy,reverb_l1,reverb,1,8.783809676523296,7.281622257014697
demucs,Cristina_Vane_-_So_Easy,reverb_l2,reverb,2,9.754617857263964,2.128744999619083
spleeter,Cristina_Vane_-_So_Easy,reverb_l2,reverb,2,8.14488572868669,1.7773192841431271
demucs,Cristina_Vane_-_So_Easy,reverb_l3,reverb,3,9.688173564600685,-1.3205411215783283
spleeter,Cristina_Vane_-_So_Easy,reverb_l3,reverb,3,7.6792804837967585,-1.329298421402079
demucs,Cristina_Vane_-_So_Easy,reverb_l4,reverb,4,9.517249864118599,-2.2745082496703137
spleeter,Cristina_Vane_-_So_Easy,reverb_l4,reverb,4,7.5983831967908255,-2.2309338513620616
demucs,Buitraker_-_Revo_X,bitcrush_l1,bitcrush,1,4.679385956448255,3.241790954521919
spleeter,Buitraker_-_Revo_X,bitcrush_l1,bitcrush,1,2.6245120430518227,2.07302881378969
demucs,Buitraker_-_Revo_X,bitcrush_l2,bitcrush,2,4.610505729363551,3.2032411148744484
spleeter,Buitraker_-_Revo_X,bitcrush_l2,bitcrush,2,2.6251130246821535,2.0735268073620596
demucs,Buitraker_-_Revo_X,bitcrush_l3,bitcrush,3,4.704657099692301,3.3317600900538884
spleeter,Buitraker_-_Revo_X,bitcrush_l3,bitcrush,3,2.6275536911285844,2.0783149314571436
demucs,Buitraker_-_Revo_X,bitcrush_l4,bitcrush,4,4.519985382975925,3.2583087801237562
spleeter,Buitraker_-_Revo_X,bitcrush_l4,bitcrush,4,2.532539080657352,2.0498014324733456
demucs,Buitraker_-_Revo_X,compression_l1,compression,1,4.6954932711106645,4.756682177846068
spleeter,Buitraker_-_Revo_X,compression_l1,compression,1,2.8084209283417643,2.902622051257348
demucs,Buitraker_-_Revo_X,compression_l2,compression,2,4.623963454370271,4.520032944500576
spleeter,Buitraker_-_Revo_X,compression_l2,compression,2,2.594835014052887,2.7063570916785813
demucs,Buitraker_-_Revo_X,compression_l3,compression,3,4.639425470849021,4.107952602783735
spleeter,Buitraker_-_Revo_X,compression_l3,compression,3,2.526910691472714,2.4480407571163694
demucs,Buitraker_-_Revo_X,compression_l4,compression,4,4.73136932415336,3.7635989004119237
spleeter,Buitraker_-_Revo_X,compression_l4,compression,4,2.5871408859215967,2.0862958790336403
demucs,Buitraker_-_Revo_X,delay_l1,delay,1,4.582904449683755,3.7097307479821104
spleeter,Buitraker_-_Revo_X,delay_l1,delay,1,2.6931224020306814,2.189717696389453
demucs,Buitraker_-_Revo_X,delay_l2,delay,2,4.391351366823172,3.2443635363180867
spleeter,Buitraker_-_Revo_X,delay_l2,delay,2,2.2556738496144875,1.726958866555686
demucs,Buitraker_-_Revo_X,delay_l3,delay,3,3.906829473618811,2.7292165601224525
spleeter,Buitraker_-_Revo_X,delay_l3,delay,3,1.8230193696616572,1.454964399922176
demucs,Buitraker_-_Revo_X,delay_l4,delay,4,3.5329599326006687,2.297412275786483
spleeter,Buitraker_-_Revo_X,delay_l4,delay,4,1.5027494595561708,1.2862578134167104
demucs,Buitraker_-_Revo_X,original,original,0,4.742256246505205,4.742105364574211
spleeter,Buitraker_-_Revo_X,original,original,0,2.909831227419144,2.909786240437106
demucs,Buitraker_-_Revo_X,reverb_l1,reverb,1,4.628555940025624,4.412843035762008
spleeter,Buitraker_-_Revo_X,reverb_l1,reverb,1,2.7176422085504894,2.587949706382634
demucs,Buitraker_-_Revo_X,reverb_l2,reverb,2,3.9270901188033487,1.4379067381063426
spleeter,Buitraker_-_Revo_X,reverb_l2,reverb,2,1.9338020611341642,0.4159189723022334
demucs,Buitraker_-_Revo_X,reverb_l3,reverb,3,3.502917010291939,-1.1081180643691522
spleeter,Buitraker_-_Revo_X,reverb_l3,reverb,3,1.6553213864780123,-1.4308577156229787
demucs,Buitraker_-_Revo_X,reverb_l4,reverb,4,3.318260111745337,-1.7666865303779984
spleeter,Buitraker_-_Revo_X,reverb_l4,reverb,4,1.6744442398387562,-2.0078638401777065
demucs,Detsky_Sad_-_Walkie_Talkie,bitcrush_l1,bitcrush,1,4.6820708266963305,3.5788381344834392
spleeter,Detsky_Sad_-_Walkie_Talkie,bitcrush_l1,bitcrush,1,3.3177062215806625,2.7691319793418923
demucs,Detsky_Sad_-_Walkie_Talkie,bitcrush_l2,bitcrush,2,4.667614412824428,3.5690288996319977
spleeter,Detsky_Sad_-_Walkie_Talkie,bitcrush_l2,bitcrush,2,3.316384416608536,2.768269977772197
demucs,Detsky_Sad_-_Walkie_Talkie,bitcrush_l3,bitcrush,3,4.603125054261085,3.511033872907587
spleeter,Detsky_Sad_-_Walkie_Talkie,bitcrush_l3,bitcrush,3,3.31515250888786,2.7685604131916266
demucs,Detsky_Sad_-_Walkie_Talkie,bitcrush_l4,bitcrush,4,4.464729207102463,3.452447433259676
spleeter,Detsky_Sad_-_Walkie_Talkie,bitcrush_l4,bitcrush,4,3.3118329458420144,2.796767967306515
demucs,Detsky_Sad_-_Walkie_Talkie,compression_l1,compression,1,4.638960903171265,4.655049098760151
spleeter,Detsky_Sad_-_Walkie_Talkie,compression_l1,compression,1,3.4155950069328926,3.4393221733835673
demucs,Detsky_Sad_-_Walkie_Talkie,compression_l2,compression,2,4.247433879241807,3.9086158561539386
spleeter,Detsky_Sad_-_Walkie_Talkie,compression_l2,compression,2,3.236109509483345,2.9847375504270994
demucs,Detsky_Sad_-_Walkie_Talkie,compression_l3,compression,3,4.302776226015527,3.4335467768757804
spleeter,Detsky_Sad_-_Walkie_Talkie,compression_l3,compression,3,3.3091175553072465,2.6740026722727634
demucs,Detsky_Sad_-_Walkie_Talkie,compression_l4,compression,4,4.174698609373509,2.9893236262122835
spleeter,Detsky_Sad_-_Walkie_Talkie,compression_l4,compression,4,3.1698129774844768,2.2774626647878753
demucs,Detsky_Sad_-_Walkie_Talkie,delay_l1,delay,1,4.435456189011183,3.286948065932628
spleeter,Detsky_Sad_-_Walkie_Talkie,delay_l1,delay,1,3.351244320102125,2.3436818555334384
demucs,Detsky_Sad_-_Walkie_Talkie,delay_l2,delay,2,3.8920940106707262,2.2749947644572512
spleeter,Detsky_Sad_-_Walkie_Talkie,delay_l2,delay,2,3.050621605866474,1.585368079955173
demucs,Detsky_Sad_-_Walkie_Talkie,delay_l3,delay,3,3.5904491581451548,1.7179974454351388
spleeter,Detsky_Sad_-_Walkie_Talkie,delay_l3,delay,3,2.650889004791899,0.981369447577974
demucs,Detsky_Sad_-_Walkie_Talkie,delay_l4,delay,4,3.451898903082611,1.266729312367588
spleeter,Detsky_Sad_-_Walkie_Talkie,delay_l4,delay,4,2.485967480043012,0.7760399933081521
demucs,Detsky_Sad_-_Walkie_Talkie,original,original,0,4.808557789502742,4.808557789502742
spleeter,Detsky_Sad_-_Walkie_Talkie,original,original,0,3.524703865651999,3.524703865651999
demucs,Detsky_Sad_-_Walkie_Talkie,reverb_l1,reverb,1,4.503688788089785,4.062421600665479
spleeter,Detsky_Sad_-_Walkie_Talkie,reverb_l1,reverb,1,3.383196929376704,2.9260476987887647
demucs,Detsky_Sad_-_Walkie_Talkie,reverb_l2,reverb,2,4.074009934934992,0.3382587160690875
spleeter,Detsky_Sad_-_Walkie_Talkie,reverb_l2,reverb,2,3.1802584412116612,-0.2486894478966476
demucs,Detsky_Sad_-_Walkie_Talkie,reverb_l3,reverb,3,4.152248970855865,-2.4159252341620143
spleeter,Detsky_Sad_-_Walkie_Talkie,reverb_l3,reverb,3,3.3477065267762574,-2.7414724071113623
demucs,Detsky_Sad_-_Walkie_Talkie,reverb_l4,reverb,4,4.237047091914977,-3.1776146318598886
spleeter,Detsky_Sad_-_Walkie_Talkie,reverb_l4,reverb,4,3.450571335493891,-3.509021346819951
demucs,Enda_Reilly_-_Cur_An_Long_Ag_Seol,bitcrush_l1,bitcrush,1,11.326218875202779,9.387097610221147
spleeter,Enda_Reilly_-_Cur_An_Long_Ag_Seol,bitcrush_l1,bitcrush,1,7.953780061822916,7.483940587508242
demucs,Enda_Reilly_-_Cur_An_Long_Ag_Seol,bitcrush_l2,bitcrush,2,11.351807491401793,9.414277652680394
spleeter,Enda_Reilly_-_Cur_An_Long_Ag_Seol,bitcrush_l2,bitcrush,2,7.954742931124108,7.485996890825763
demucs,Enda_Reilly_-_Cur_An_Long_Ag_Seol,bitcrush_l3,bitcrush,3,11.266914761223754,9.391252117915366
spleeter,Enda_Reilly_-_Cur_An_Long_Ag_Seol,bitcrush_l3,bitcrush,3,7.978290396966243,7.522166818239871
demucs,Enda_Reilly_-_Cur_An_Long_Ag_Seol,bitcrush_l4,bitcrush,4,10.686639916044214,9.206736628017318
spleeter,Enda_Reilly_-_Cur_An_Long_Ag_Seol,bitcrush_l4,bitcrush,4,7.730982402945388,7.43212829436283
demucs,Enda_Reilly_-_Cur_An_Long_Ag_Seol,compression_l1,compression,1,11.425991299229484,11.44391692009975
spleeter,Enda_Reilly_-_Cur_An_Long_Ag_Seol,compression_l1,compression,1,7.950981324679923,8.37467303259318
demucs,Enda_Reilly_-_Cur_An_Long_Ag_Seol,compression_l2,compression,2,10.954174434862868,8.857114956727699
spleeter,Enda_Reilly_-_Cur_An_Long_Ag_Seol,compression_l2,compression,2,7.670372990490036,7.256717787804808
demucs,Enda_Reilly_-_Cur_An_Long_Ag_Seol,compression_l3,compression,3,10.42614870690947,6.662806812638352
spleeter,Enda_Reilly_-_Cur_An_Long_Ag_Seol,compression_l3,compression,3,7.03759307272963,5.729903456314239
demucs,Enda_Reilly_-_Cur_An_Long_Ag_Seol,compression_l4,compression,4,10.360277155585653,6.24150282826588
spleeter,Enda_Reilly_-_Cur_An_Long_Ag_Seol,compression_l4,compression,4,6.582035070512115,5.200931287201592
demucs,Enda_Reilly_-_Cur_An_Long_Ag_Seol,delay_l1,delay,1,10.562273452511867,7.063386424394446
spleeter,Enda_Reilly_-_Cur_An_Long_Ag_Seol,delay_l1,delay,1,8.07617026714163,5.674916742774096
demucs,Enda_Reilly_-_Cur_An_Long_Ag_Seol,delay_l2,delay,2,8.956971696814076,5.346534532411865
spleeter,Enda_Reilly_-_Cur_An_Long_Ag_Seol,delay_l2,delay,2,6.793154062199166,4.286247437749554
demucs,Enda_Reilly_-_Cur_An_Long_Ag_Seol,delay_l3,delay,3,7.918977836220018,4.238674286155518
spleeter,Enda_Reilly_-_Cur_An_Long_Ag_Seol,delay_l3,delay,3,5.754375347780437,3.508857272546101
demucs,Enda_Reilly_-_Cur_An_Long_Ag_Seol,delay_l4,delay,4,7.398698057640047,3.667927484281601
spleeter,Enda_Reilly_-_Cur_An_Long_Ag_Seol,delay_l4,delay,4,4.967689471241545,3.0305553092250315
demucs,Enda_Reilly_-_Cur_An_Long_Ag_Seol,original,original,0,11.491543818286145,11.491543818286145
spleeter,Enda_Reilly_-_Cur_An_Long_Ag_Seol,original,original,0,8.3357221667873,8.3357221667873
demucs,Enda_Reilly_-_Cur_An_Long_Ag_Seol,reverb_l1,reverb,1,10.140557780166368,8.13620145394623
spleeter,Enda_Reilly_-_Cur_An_Long_Ag_Seol,reverb_l1,reverb,1,7.4293588389409,6.392856258445128
demucs,Enda_Reilly_-_Cur_An_Long_Ag_Seol,reverb_l2,reverb,2,6.5829242989192345,1.3639669638574778
spleeter,Enda_Reilly_-_Cur_An_Long_Ag_Seol,reverb_l2,reverb,2,3.9064745550945865,1.3634684711224438
demucs,Enda_Reilly_-_Cur_An_Long_Ag_Seol,reverb_l3,reverb,3,4.599610127580427,-1.0417194410719426
spleeter,Enda_Reilly_-_Cur_An_Long_Ag_Seol,reverb_l3,reverb,3,2.9260646887914294,-0.9383562357735242
demucs,Enda_Reilly_-_Cur_An_Long_Ag_Seol,reverb_l4,reverb,4,4.194723476229598,-1.7264800211778866
spleeter,Enda_Reilly_-_Cur_An_Long_Ag_Seol,reverb_l4,reverb,4,2.866872707355281,-1.6112135846227804
demucs,Hollow_Ground_-_Ill_Fate,bitcrush_l1,bitcrush,1,7.738635187556703,6.030079614519487
spleeter,Hollow_Ground_-_Ill_Fate,bitcrush_l1,bitcrush,1,6.0131073515987445,5.180225146566636
demucs,Hollow_Ground_-_Ill_Fate,bitcrush_l2,bitcrush,2,7.759674589585001,6.041340340214187
spleeter,Hollow_Ground_-_Ill_Fate,bitcrush_l2,bitcrush,2,6.011913802999954,5.179730270293237
demucs,Hollow_Ground_-_Ill_Fate,bitcrush_l3,bitcrush,3,7.727877320129275,6.031857553759381
spleeter,Hollow_Ground_-_Ill_Fate,bitcrush_l3,bitcrush,3,5.994335984243902,5.175460457863137
demucs,Hollow_Ground_-_Ill_Fate,bitcrush_l4,bitcrush,4,7.5217983198374565,5.920383222492251
spleeter,Hollow_Ground_-_Ill_Fate,bitcrush_l4,bitcrush,4,5.780010865870519,5.090242459274968
demucs,Hollow_Ground_-_Ill_Fate,compression_l1,compression,1,7.679424334679842,7.759824240860079
spleeter,Hollow_Ground_-_Ill_Fate,compression_l1,compression,1,6.193251552193956,6.300398552999688
demucs,Hollow_Ground_-_Ill_Fate,compression_l2,compression,2,7.548859927503456,7.2299011702616225
spleeter,Hollow_Ground_-_Ill_Fate,compression_l2,compression,2,6.0425115376065435,5.944277684580514
demucs,Hollow_Ground_-_Ill_Fate,compression_l3,compression,3,7.55031125172226,6.1964463223113855
spleeter,Hollow_Ground_-_Ill_Fate,compression_l3,compression,3,5.963970394007373,5.142966099184236
demucs,Hollow_Ground_-_Ill_Fate,compression_l4,compression,4,7.656388269395795,5.575857202586794
spleeter,Hollow_Ground_-_Ill_Fate,compression_l4,compression,4,6.031057924505406,4.635981432041479
demucs,Hollow_Ground_-_Ill_Fate,delay_l1,delay,1,7.309160606243562,5.677219559565122
spleeter,Hollow_Ground_-_Ill_Fate,delay_l1,delay,1,5.695915096359885,4.598796257002491
demucs,Hollow_Ground_-_Ill_Fate,delay_l2,delay,2,6.788553149093803,4.547570141417377
spleeter,Hollow_Ground_-_Ill_Fate,delay_l2,delay,2,4.692494474437835,3.6529871704446935
demucs,Hollow_Ground_-_Ill_Fate,delay_l3,delay,3,6.382271807003866,3.803299237169333
spleeter,Hollow_Ground_-_Ill_Fate,delay_l3,delay,3,3.8339819671222486,3.0995364984520273
demucs,Hollow_Ground_-_Ill_Fate,delay_l4,delay,4,6.01181559300763,3.3264592448193793
spleeter,Hollow_Ground_-_Ill_Fate,delay_l4,delay,4,2.999576287063636,2.5856009591190823
demucs,Hollow_Ground_-_Ill_Fate,original,original,0,7.774424106682244,7.774337172414665
spleeter,Hollow_Ground_-_Ill_Fate,original,original,0,6.277023318319593,6.276970331111931
demucs,Hollow_Ground_-_Ill_Fate,reverb_l1,reverb,1,7.43366521171952,6.639627401293079
spleeter,Hollow_Ground_-_Ill_Fate,reverb_l1,reverb,1,5.87903601793506,5.3507703741747195
demucs,Hollow_Ground_-_Ill_Fate,reverb_l2,reverb,2,6.50412221610568,1.5796445099052616
spleeter,Hollow_Ground_-_Ill_Fate,reverb_l2,reverb,2,3.362597950595631,1.3465946567135387
demucs,Hollow_Ground_-_Ill_Fate,reverb_l3,reverb,3,6.4442901915142805,-1.3346472510834142
spleeter,Hollow_Ground_-_Ill_Fate,reverb_l3,reverb,3,2.702863658651352,-0.4993859687329868
demucs,Hollow_Ground_-_Ill_Fate,reverb_l4,reverb,4,6.437751201278539,-2.1269461063011543
spleeter,Hollow_Ground_-_Ill_Fate,reverb_l4,reverb,4,2.8138413188840437,-1.0590162667614347
demucs,Forkupines_-_Semantics,bitcrush_l1,bitcrush,1,8.174999031165243,5.190270673640152
spleeter,Forkupines_-_Semantics,bitcrush_l1,bitcrush,1,6.256641257998109,4.975975359109225
demucs,Forkupines_-_Semantics,bitcrush_l2,bitcrush,2,8.17280648454718,5.191204116966795
spleeter,Forkupines_-_Semantics,bitcrush_l2,bitcrush,2,6.255770673185806,4.975861355438834
demucs,Forkupines_-_Semantics,bitcrush_l3,bitcrush,3,8.149413312740402,5.184770883698371
spleeter,Forkupines_-_Semantics,bitcrush_l3,bitcrush,3,6.247154521756824,4.971402811185501
demucs,Forkupines_-_Semantics,bitcrush_l4,bitcrush,4,8.013662226318697,5.165023949854394
spleeter,Forkupines_-_Semantics,bitcrush_l4,bitcrush,4,6.113533425319054,4.908747912096648
demucs,Forkupines_-_Semantics,compression_l1,compression,1,8.347685557233959,8.351348268787085
spleeter,Forkupines_-_Semantics,compression_l1,compression,1,6.913810505102492,6.992480769684159
demucs,Forkupines_-_Semantics,compression_l2,compression,2,8.190522208770762,7.293693276970523
spleeter,Forkupines_-_Semantics,compression_l2,compression,2,6.646443215504471,6.194342512656866
demucs,Forkupines_-_Semantics,compression_l3,compression,3,8.11572115822002,6.179849043268142
spleeter,Forkupines_-_Semantics,compression_l3,compression,3,6.460931627935263,5.299622733724052
demucs,Forkupines_-_Semantics,compression_l4,compression,4,8.240645066952283,5.104307288687179
spleeter,Forkupines_-_Semantics,compression_l4,compression,4,6.033854302839244,4.008029331718632
demucs,Forkupines_-_Semantics,delay_l1,delay,1,7.999162317667453,5.948437788620068
spleeter,Forkupines_-_Semantics,delay_l1,delay,1,6.706908712266186,5.053919948179297
demucs,Forkupines_-_Semantics,delay_l2,delay,2,7.446638439453881,4.701605910328805
spleeter,Forkupines_-_Semantics,delay_l2,delay,2,6.182724360895224,4.0726729353719655
demucs,Forkupines_-_Semantics,delay_l3,delay,3,6.702229716434381,3.9455845817156234
spleeter,Forkupines_-_Semantics,delay_l3,delay,3,5.348298476271003,3.5609491170638647
demucs,Forkupines_-_Semantics,delay_l4,delay,4,6.318522447807553,3.2824988522084904
spleeter,Forkupines_-_Semantics,delay_l4,delay,4,4.644489538036748,3.124351685146795
demucs,Forkupines_-_Semantics,original,original,0,8.478746800063725,8.478746800063725
spleeter,Forkupines_-_Semantics,original,original,0,7.066038491792696,7.066038491792696
demucs,Forkupines_-_Semantics,reverb_l1,reverb,1,8.25307518364243,7.446961684437471
spleeter,Forkupines_-_Semantics,reverb_l1,reverb,1,6.832950906344577,6.2226657200434214
demucs,Forkupines_-_Semantics,reverb_l2,reverb,2,7.340224338697736,2.2978656454568007
spleeter,Forkupines_-_Semantics,reverb_l2,reverb,2,6.01815680262343,1.9336310451113328
demucs,Forkupines_-_Semantics,reverb_l3,reverb,3,6.902751013125191,-1.268890601024404
spleeter,Forkupines_-_Semantics,reverb_l3,reverb,3,5.622206449134338,-1.190967573128629
demucs,Forkupines_-_Semantics,reverb_l4,reverb,4,6.900949330717152,-2.2949463708680353
spleeter,Forkupines_-_Semantics,reverb_l4,reverb,4,5.653853143231898,-2.1305051268873108
demucs,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,bitcrush_l1,bitcrush,1,7.581702187102108,6.297820124983614
spleeter,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,bitcrush_l1,bitcrush,1,6.3033736460401695,5.777105390662793
demucs,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,bitcrush_l2,bitcrush,2,7.527272450301469,6.258702945802414
spleeter,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,bitcrush_l2,bitcrush,2,6.304368835223286,5.77841974875179
demucs,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,bitcrush_l3,bitcrush,3,7.5132742986219725,6.262139672966142
spleeter,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,bitcrush_l3,bitcrush,3,6.338892717590776,5.8161177136036475
demucs,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,bitcrush_l4,bitcrush,4,7.32581183580324,6.262101858562101
spleeter,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,bitcrush_l4,bitcrush,4,6.254174430729359,5.854312680255445
demucs,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,compression_l1,compression,1,7.16374869556781,7.851135660066361
spleeter,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,compression_l1,compression,1,5.865412598442834,6.692716122340735
demucs,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,compression_l2,compression,2,5.880035951922526,6.3100770274091635
spleeter,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,compression_l2,compression,2,4.376518440736856,5.522343120628358
demucs,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,compression_l3,compression,3,5.298814686066993,5.052903463262828
