model,song,condition,effect,level,sdr_wet,sdr_dry
spleeter,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,compression_l3,compression,3,3.6925218270274307,4.501500522480775
demucs,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,compression_l4,compression,4,5.3835994226884125,4.5822980864391845
spleeter,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,compression_l4,compression,4,3.587026031784022,4.13984397161487
demucs,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,delay_l1,delay,1,7.826992189171977,5.635698252716788
spleeter,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,delay_l1,delay,1,6.780091253697829,4.948280099697304
demucs,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,delay_l2,delay,2,6.694532312355406,4.4271692110203595
spleeter,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,delay_l2,delay,2,5.913483664425857,3.9589653606509345
demucs,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,delay_l3,delay,3,6.304342066451821,3.635516874721869
spleeter,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,delay_l3,delay,3,5.518121017802424,3.327955385773848
demucs,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,delay_l4,delay,4,5.986124240736262,3.1272626372684993
spleeter,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,delay_l4,delay,4,5.343544958867427,2.899791550032436
demucs,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,original,original,0,7.861142032736508,7.861142032736508
spleeter,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,original,original,0,6.676084477878005,6.676084477878005
demucs,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,reverb_l1,reverb,1,7.252093083559044,6.793391184528218
spleeter,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,reverb_l1,reverb,1,6.2755331803596786,5.785067485316802
demucs,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,reverb_l2,reverb,2,6.215512418703465,1.6369396030018823
spleeter,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,reverb_l2,reverb,2,5.4752541673124675,1.3323009723104406
demucs,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,reverb_l3,reverb,3,6.175751966548764,-1.4357591437471733
spleeter,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,reverb_l3,reverb,3,5.682547874399146,-1.5239467628241157
demucs,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,reverb_l4,reverb,4,6.0634345518394746,-2.2504507686068806
spleeter,James_Elder_&_Mark_M_Thompson_-_The_English_Actor,reverb_l4,reverb,4,5.968974292068471,-2.377836595050013
demucs,Girls_Under_Glass_-_We_Feel_Alright,bitcrush_l1,bitcrush,1,6.4090934604341,4.255916186183878
spleeter,Girls_Under_Glass_-_We_Feel_Alright,bitcrush_l1,bitcrush,1,4.83948019110595,3.738631795643039
demucs,Girls_Under_Glass_-_We_Feel_Alright,bitcrush_l2,bitcrush,2,6.406330621188245,4.256077578952271
spleeter,Girls_Under_Glass_-_We_Feel_Alright,bitcrush_l2,bitcrush,2,4.83931119937985,3.738873321704511
demucs,Girls_Under_Glass_-_We_Feel_Alright,bitcrush_l3,bitcrush,3,6.398224175714832,4.2558156932236235
spleeter,Girls_Under_Glass_-_We_Feel_Alright,bitcrush_l3,bitcrush,3,4.834994070963889,3.7387933804478175
demucs,Girls_Under_Glass_-_We_Feel_Alright,bitcrush_l4,bitcrush,4,6.222167599404276,4.270935727942944
spleeter,Girls_Under_Glass_-_We_Feel_Alright,bitcrush_l4,bitcrush,4,4.705137077447558,3.691062734960329
demucs,Girls_Under_Glass_-_We_Feel_Alright,compression_l1,compression,1,6.264393973425709,6.325430416554298
spleeter,Girls_Under_Glass_-_We_Feel_Alright,compression_l1,compression,1,5.015011796310186,5.145599267079392
demucs,Girls_Under_Glass_-_We_Feel_Alright,compression_l2,compression,2,6.099309826765522,5.697733957993547
spleeter,Girls_Under_Glass_-_We_Feel_Alright,compression_l2,compression,2,4.7638537044619955,4.718808881481269
demucs,Girls_Under_Glass_-_We_Feel_Alright,compression_l3,compression,3,6.066527247414192,5.013042820608149
spleeter,Girls_Under_Glass_-_We_Feel_Alright,compression_l3,compression,3,4.666021702873789,4.194230465744399
demucs,Girls_Under_Glass_-_We_Feel_Alright,compression_l4,compression,4,6.240888989365585,4.221030853209923
spleeter,Girls_Under_Glass_-_We_Feel_Alright,compression_l4,compression,4,4.650344126297932,3.489992145233729
demucs,Girls_Under_Glass_-_We_Feel_Alright,delay_l1,delay,1,6.006792322833086,4.858527109026076
spleeter,Girls_Under_Glass_-_We_Feel_Alright,delay_l1,delay,1,4.80573332269265,3.886183364091766
demucs,Girls_Under_Glass_-_We_Feel_Alright,delay_l2,delay,2,5.446795989762543,3.956369459078881
spleeter,Girls_Under_Glass_-_We_Feel_Alright,delay_l2,delay,2,4.39581709233202,3.2582185937068866
demucs,Girls_Under_Glass_-_We_Feel_Alright,delay_l3,delay,3,5.01842318984332,3.3515929598473915
spleeter,Girls_Under_Glass_-_We_Feel_Alright,delay_l3,delay,3,3.8863111803263664,2.838356490060608
demucs,Girls_Under_Glass_-_We_Feel_Alright,delay_l4,delay,4,4.6493184482682235,2.963156983708952
spleeter,Girls_Under_Glass_-_We_Feel_Alright,delay_l4,delay,4,3.469480811714794,2.648062556625515
demucs,Girls_Under_Glass_-_We_Feel_Alright,original,original,0,6.401554785450139,6.401292023133878
spleeter,Girls_Under_Glass_-_We_Feel_Alright,original,original,0,5.164406146034656,5.16434071450043
demucs,Girls_Under_Glass_-_We_Feel_Alright,reverb_l1,reverb,1,4.596254506517945,4.892726892853966
spleeter,Girls_Under_Glass_-_We_Feel_Alright,reverb_l1,reverb,1,3.1822407642002264,4.197875272500241
demucs,Girls_Under_Glass_-_We_Feel_Alright,reverb_l2,reverb,2,1.1999139787121476,1.1846407736139308
spleeter,Girls_Under_Glass_-_We_Feel_Alright,reverb_l2,reverb,2,0.5513107104430797,0.7864607764889135
demucs,Girls_Under_Glass_-_We_Feel_Alright,reverb_l3,reverb,3,0.5654005373859424,-0.0334647453391108
spleeter,Girls_Under_Glass_-_We_Feel_Alright,reverb_l3,reverb,3,0.21528284165286843,-0.05018718759052561
demucs,Girls_Under_Glass_-_We_Feel_Alright,reverb_l4,reverb,4,0.484066577018073,-0.2715882262102395
spleeter,Girls_Under_Glass_-_We_Feel_Alright,reverb_l4,reverb,4,0.20131695339706854,-0.18523374316503718
demucs,Juliet's_Rescue_-_Heartbeats,bitcrush_l1,bitcrush,1,9.528691845041104,5.9613736646911
spleeter,Juliet's_Rescue_-_Heartbeats,bitcrush_l1,bitcrush,1,7.552258516168001,5.859370840724132
demucs,Juliet's_Rescue_-_Heartbeats,bitcrush_l2,bitcrush,2,9.522570105489098,5.962981914785249
spleeter,Juliet's_Rescue_-_Heartbeats,bitcrush_l2,bitcrush,2,7.550856459572239,5.859101656195036
demucs,Juliet's_Rescue_-_Heartbeats,bitcrush_l3,bitcrush,3,9.51140539810554,5.962167625149371
spleeter,Juliet's_Rescue_-_Heartbeats,bitcrush_l3,bitcrush,3,7.537323348377893,5.8579243402075685
demucs,Juliet's_Rescue_-_Heartbeats,bitcrush_l4,bitcrush,4,9.215480035437544,5.906222721697071
spleeter,Juliet's_Rescue_-_Heartbeats,bitcrush_l4,bitcrush,4,7.33140774104328,5.796725250264663
demucs,Juliet's_Rescue_-_Heartbeats,compression_l1,compression,1,9.700554394716466,9.827235117026495
spleeter,Juliet's_Rescue_-_Heartbeats,compression_l1,compression,1,8.287017579698622,8.47810490831536
demucs,Juliet's_Rescue_-_Heartbeats,compression_l2,compression,2,9.264861117842893,8.090948393658113
spleeter,Juliet's_Rescue_-_Heartbeats,compression_l2,compression,2,7.781930072033701,7.15042558347808
demucs,Juliet's_Rescue_-_Heartbeats,compression_l3,compression,3,9.14509631694713,6.82437076576667
spleeter,Juliet's_Rescue_-_Heartbeats,compression_l3,compression,3,7.684320115775415,6.059681436002071
demucs,Juliet's_Rescue_-_Heartbeats,compression_l4,compression,4,9.32705973009325,6.525173488783852
spleeter,Juliet's_Rescue_-_Heartbeats,compression_l4,compression,4,7.910915832458673,5.7601221482595015
demucs,Juliet's_Rescue_-_Heartbeats,delay_l1,delay,1,9.35616879265723,6.518042416132424
spleeter,Juliet's_Rescue_-_Heartbeats,delay_l1,delay,1,8.12853132594077,5.807680157022851
demucs,Juliet's_Rescue_-_Heartbeats,delay_l2,delay,2,8.564912762284075,5.109195432124592
spleeter,Juliet's_Rescue_-_Heartbeats,delay_l2,delay,2,7.508818632060187,4.499434315028548
demucs,Juliet's_Rescue_-_Heartbeats,delay_l3,delay,3,8.001450721989903,4.204309620623558
spleeter,Juliet's_Rescue_-_Heartbeats,delay_l3,delay,3,6.9337309155631575,3.7430956944611937
demucs,Juliet's_Rescue_-_Heartbeats,delay_l4,delay,4,7.538359414113092,3.5038412270545605
spleeter,Juliet's_Rescue_-_Heartbeats,delay_l4,delay,4,6.350974737763332,3.2834490488726003
demucs,Juliet's_Rescue_-_Heartbeats,original,original,0,9.979361727309582,9.979395613569224
spleeter,Juliet's_Rescue_-_Heartbeats,original,original,0,8.560764822754939,8.560790140679966
demucs,Juliet's_Rescue_-_Heartbeats,reverb_l1,reverb,1,9.534635621608707,8.362388358199999
spleeter,Juliet's_Rescue_-_Heartbeats,reverb_l1,reverb,1,8.27885751457945,7.173298344591069
demucs,Juliet's_Rescue_-_Heartbeats,reverb_l2,reverb,2,8.454375069776036,2.093047023591917
spleeter,Juliet's_Rescue_-_Heartbeats,reverb_l2,reverb,2,7.47048272769638,1.6930368149132926
demucs,Juliet's_Rescue_-_Heartbeats,reverb_l3,reverb,3,8.51991455295775,-1.4467618093411403
spleeter,Juliet's_Rescue_-_Heartbeats,reverb_l3,reverb,3,7.295156822435709,-1.5165237980943482
demucs,Juliet's_Rescue_-_Heartbeats,reverb_l4,reverb,4,8.598768948741096,-2.390356958835994
spleeter,Juliet's_Rescue_-_Heartbeats,reverb_l4,reverb,4,7.3123523110225985,-2.39902353115112
demucs,Georgia_Wonder_-_Siren,bitcrush_l1,bitcrush,1,5.602313388148739,4.631713941087584
spleeter,Georgia_Wonder_-_Siren,bitcrush_l1,bitcrush,1,4.894652288665387,4.304220458996873
demucs,Georgia_Wonder_-_Siren,bitcrush_l2,bitcrush,2,5.606534823100433,4.639045533757282
spleeter,Georgia_Wonder_-_Siren,bitcrush_l2,bitcrush,2,4.893584000194249,4.303723908776285
demucs,Georgia_Wonder_-_Siren,bitcrush_l3,bitcrush,3,5.532210845783176,4.585516785339681
spleeter,Georgia_Wonder_-_Siren,bitcrush_l3,bitcrush,3,4.883531567796026,4.29898827565793
demucs,Georgia_Wonder_-_Siren,bitcrush_l4,bitcrush,4,5.255222710429105,4.416153257357884
spleeter,Georgia_Wonder_-_Siren,bitcrush_l4,bitcrush,4,4.7737088154476846,4.2581556450391
demucs,Georgia_Wonder_-_Siren,compression_l1,compression,1,6.01044114490671,6.050123605568082
spleeter,Georgia_Wonder_-_Siren,compression_l1,compression,1,4.957732174068044,5.048032651737967
demucs,Georgia_Wonder_-_Siren,compression_l2,compression,2,5.773080583824174,5.595553179401293
spleeter,Georgia_Wonder_-_Siren,compression_l2,compression,2,4.690536705983678,4.767553534717743
demucs,Georgia_Wonder_-_Siren,compression_l3,compression,3,5.650745395122842,5.047921761882513
spleeter,Georgia_Wonder_-_Siren,compression_l3,compression,3,4.471412700636396,4.401816125323182
demucs,Georgia_Wonder_-_Siren,compression_l4,compression,4,5.74186236098405,4.721907497756984
spleeter,Georgia_Wonder_-_Siren,compression_l4,compression,4,4.405426010582079,4.182423988270548
demucs,Georgia_Wonder_-_Siren,delay_l1,delay,1,5.920826177550999,4.5922446912315396
spleeter,Georgia_Wonder_-_Siren,delay_l1,delay,1,4.92113603905035,3.756667189925229
demucs,Georgia_Wonder_-_Siren,delay_l2,delay,2,5.395148797933109,3.5791510194782266
spleeter,Georgia_Wonder_-_Siren,delay_l2,delay,2,4.667294529544404,2.9782012193538225
demucs,Georgia_Wonder_-_Siren,delay_l3,delay,3,5.154289964334717,3.0396339382810473
spleeter,Georgia_Wonder_-_Siren,delay_l3,delay,3,4.398671760809615,2.504453017286286
demucs,Georgia_Wonder_-_Siren,delay_l4,delay,4,5.024159577478731,2.7536184362396368
spleeter,Georgia_Wonder_-_Siren,delay_l4,delay,4,4.136386008960208,2.2279673980769
demucs,Georgia_Wonder_-_Siren,original,original,0,5.9784363990885945,5.9784363990885945
spleeter,Georgia_Wonder_-_Siren,original,original,0,5.099606250017754,5.099606250017754
demucs,Georgia_Wonder_-_Siren,reverb_l1,reverb,1,5.983361603096125,5.3523070674304165
spleeter,Georgia_Wonder_-_Siren,reverb_l1,reverb,1,5.041302606444128,4.443934220314477
demucs,Georgia_Wonder_-_Siren,reverb_l2,reverb,2,5.213783656492581,1.6754499404654064
spleeter,Georgia_Wonder_-_Siren,reverb_l2,reverb,2,4.6753509713229136,1.1300749435074526
demucs,Georgia_Wonder_-_Siren,reverb_l3,reverb,3,4.471604469437988,-0.8894653744448191
spleeter,Georgia_Wonder_-_Siren,reverb_l3,reverb,3,4.398357008530199,-1.3115582343019518
demucs,Georgia_Wonder_-_Siren,reverb_l4,reverb,4,3.794967411006977,-1.558874939385676
spleeter,Georgia_Wonder_-_Siren,reverb_l4,reverb,4,4.338347387824357,-2.092170013904579
demucs,Little_Chicago's_Finest_-_My_Own,bitcrush_l1,bitcrush,1,12.01637695547106,8.099311396421744
spleeter,Little_Chicago's_Finest_-_My_Own,bitcrush_l1,bitcrush,1,8.703866291893025,6.659950589441586
demucs,Little_Chicago's_Finest_-_My_Own,bitcrush_l2,bitcrush,2,12.062057332416378,8.088988505512852
spleeter,Little_Chicago's_Finest_-_My_Own,bitcrush_l2,bitcrush,2,8.701898221210865,6.65818375714346
demucs,Little_Chicago's_Finest_-_My_Own,bitcrush_l3,bitcrush,3,11.974613594727792,8.057636781523353
spleeter,Little_Chicago's_Finest_-_My_Own,bitcrush_l3,bitcrush,3,8.609713396043695,6.610860609177578
demucs,Little_Chicago's_Finest_-_My_Own,bitcrush_l4,bitcrush,4,10.695998672396952,7.6827249581253465
spleeter,Little_Chicago's_Finest_-_My_Own,bitcrush_l4,bitcrush,4,8.052119686716008,6.514249408420783
demucs,Little_Chicago's_Finest_-_My_Own,compression_l1,compression,1,13.197063760658335,12.819743934220822
spleeter,Little_Chicago's_Finest_-_My_Own,compression_l1,compression,1,9.006279748097757,8.907992829762666
demucs,Little_Chicago's_Finest_-_My_Own,compression_l2,compression,2,13.004979295951651,9.84810968026172
spleeter,Little_Chicago's_Finest_-_My_Own,compression_l2,compression,2,8.551019878807507,7.289780641092643
demucs,Little_Chicago's_Finest_-_My_Own,compression_l3,compression,3,12.954403088092803,8.206990680956313
spleeter,Little_Chicago's_Finest_-_My_Own,compression_l3,compression,3,8.374250805129407,6.238219377130651
demucs,Little_Chicago's_Finest_-_My_Own,compression_l4,compression,4,13.007352721840917,8.04184781425335
spleeter,Little_Chicago's_Finest_-_My_Own,compression_l4,compression,4,8.610234127027878,6.193656175768332
demucs,Little_Chicago's_Finest_-_My_Own,delay_l1,delay,1,12.714052918464189,7.6905693245676705
spleeter,Little_Chicago's_Finest_-_My_Own,delay_l1,delay,1,9.154010922032272,6.186611170144365
demucs,Little_Chicago's_Finest_-_My_Own,delay_l2,delay,2,11.568538592628517,5.776277674751031
spleeter,Little_Chicago's_Finest_-_My_Own,delay_l2,delay,2,8.82952188627009,4.783227432358368
demucs,Little_Chicago's_Finest_-_My_Own,delay_l3,delay,3,10.657190107841572,4.591402222062572
spleeter,Little_Chicago's_Finest_-_My_Own,delay_l3,delay,3,8.342258682561852,3.85352047626843
demucs,Little_Chicago's_Finest_-_My_Own,delay_l4,delay,4,9.840485262475259,3.868303870690306
spleeter,Little_Chicago's_Finest_-_My_Own,delay_l4,delay,4,7.769259805725463,3.181428645072865
demucs,Little_Chicago's_Finest_-_My_Own,original,original,0,13.299914275034162,13.299914275034162
spleeter,Little_Chicago's_Finest_-_My_Own,original,original,0,9.177247927548356,9.177247927548356
demucs,Little_Chicago's_Finest_-_My_Own,reverb_l1,reverb,1,10.140495709374555,8.498754153968708
spleeter,Little_Chicago's_Finest_-_My_Own,reverb_l1,reverb,1,8.724409371882361,5.60708246159755
demucs,Little_Chicago's_Finest_-_My_Own,reverb_l2,reverb,2,5.44921340713222,1.2696206558641452
spleeter,Little_Chicago's_Finest_-_My_Own,reverb_l2,reverb,2,7.059712746301026,-0.2276191035018822
demucs,Little_Chicago's_Finest_-_My_Own,reverb_l3,reverb,3,5.296899767342347,-1.2059589960050214
spleeter,Little_Chicago's_Finest_-_My_Own,reverb_l3,reverb,3,6.048491130731874,-2.0327731581753774
demucs,Little_Chicago's_Finest_-_My_Own,reverb_l4,reverb,4,5.149745906018721,-1.780369194037511
spleeter,Little_Chicago's_Finest_-_My_Own,reverb_l4,reverb,4,5.999649619320394,-2.497975804400851
demucs,Lyndsey_Ollard_-_Catching_Up,bitcrush_l1,bitcrush,1,10.467844791779834,5.81882758583101
spleeter,Lyndsey_Ollard_-_Catching_Up,bitcrush_l1,bitcrush,1,10.26784100551729,6.944245300604434
demucs,Lyndsey_Ollard_-_Catching_Up,bitcrush_l2,bitcrush,2,10.388539602171756,5.798151822354228
spleeter,Lyndsey_Ollard_-_Catching_Up,bitcrush_l2,bitcrush,2,10.269519641428603,6.9462020021734086
demucs,Lyndsey_Ollard_-_Catching_Up,bitcrush_l3,bitcrush,3,10.422769785636492,5.812073534081219
spleeter,Lyndsey_Ollard_-_Catching_Up,bitcrush_l3,bitcrush,3,10.257905212086397,6.9581747797464395
demucs,Lyndsey_Ollard_-_Catching_Up,bitcrush_l4,bitcrush,4,10.474065207617663,5.851889794712372
spleeter,Lyndsey_Ollard_-_Catching_Up,bitcrush_l4,bitcrush,4,10.000121144974353,6.823036007531287
demucs,Lyndsey_Ollard_-_Catching_Up,compression_l1,compression,1,11.799850062000552,11.1865151585794
spleeter,Lyndsey_Ollard_-_Catching_Up,compression_l1,compression,1,12.14037267920466,11.434363786203772
demucs,Lyndsey_Ollard_-_Catching_Up,compression_l2,compression,2,12.034035938439306,6.9367853287802
spleeter,Lyndsey_Ollard_-_Catching_Up,compression_l2,compression,2,11.845212330843985,6.96150073680895
demucs,Lyndsey_Ollard_-_Catching_Up,compression_l3,compression,3,12.282429297363313,4.7114345710165795
spleeter,Lyndsey_Ollard_-_Catching_Up,compression_l3,compression,3,11.264871399696501,4.6013391165252395
demucs,Lyndsey_Ollard_-_Catching_Up,compression_l4,compression,4,12.206691255198482,3.887116328973373
spleeter,Lyndsey_Ollard_-_Catching_Up,compression_l4,compression,4,10.936824392215133,3.855316649774962
demucs,Lyndsey_Ollard_-_Catching_Up,delay_l1,delay,1,10.46816255061616,6.6798100474506095
spleeter,Lyndsey_Ollard_-_Catching_Up,delay_l1,delay,1,10.93339734200998,6.820575409038158
demucs,Lyndsey_Ollard_-_Catching_Up,delay_l2,delay,2,10.330249743668658,5.1167402292334705
spleeter,Lyndsey_Ollard_-_Catching_Up,delay_l2,delay,2,11.363934761479829,5.238336968131334
demucs,Lyndsey_Ollard_-_Catching_Up,delay_l3,delay,3,10.152057574609234,3.9910499778314916
spleeter,Lyndsey_Ollard_-_Catching_Up,delay_l3,delay,3,10.035961722798987,4.080721853836343
demucs,Lyndsey_Ollard_-_Catching_Up,delay_l4,delay,4,9.610000637169085,3.2883741553379235
spleeter,Lyndsey_Ollard_-_Catching_Up,delay_l4,delay,4,9.216822394552397,3.418310711262031
demucs,Lyndsey_Ollard_-_Catching_Up,original,original,0,11.704086545080942,11.704086545080942
spleeter,Lyndsey_Ollard_-_Catching_Up,original,original,0,12.063755649240065,12.063755649240065
demucs,Lyndsey_Ollard_-_Catching_Up,reverb_l1,reverb,1,10.173099613896317,8.837844565987664
spleeter,Lyndsey_Ollard_-_Catching_Up,reverb_l1,reverb,1,12.495794546013553,9.689404179289797
demucs,Lyndsey_Ollard_-_Catching_Up,reverb_l2,reverb,2,9.183746891670904,2.363315648054612
spleeter,Lyndsey_Ollard_-_Catching_Up,reverb_l2,reverb,2,10.559047133034273,2.3017291343302997
demucs,Lyndsey_Ollard_-_Catching_Up,reverb_l3,reverb,3,9.66876648681658,-1.3459244934987378
spleeter,Lyndsey_Ollard_-_Catching_Up,reverb_l3,reverb,3,8.735190322539134,-1.2919034234588982
demucs,Lyndsey_Ollard_-_Catching_Up,reverb_l4,reverb,4,10.059302748175753,-2.424437270932938
spleeter,Lyndsey_Ollard_-_Catching_Up,reverb_l4,reverb,4,8.427873491045982,-2.3480804214327753
demucs,Louis_Cressy_Band_-_Good_Time,bitcrush_l1,bitcrush,1,9.450710390994674,4.818427547577625
spleeter,Louis_Cressy_Band_-_Good_Time,bitcrush_l1,bitcrush,1,6.677326977637138,4.115862196718904
demucs,Louis_Cressy_Band_-_Good_Time,bitcrush_l2,bitcrush,2,9.505292768819015,4.817221684837624
spleeter,Louis_Cressy_Band_-_Good_Time,bitcrush_l2,bitcrush,2,6.676516203516405,4.115585356670463
demucs,Louis_Cressy_Band_-_Good_Time,bitcrush_l3,bitcrush,3,9.311016041533433,4.827990747942322
spleeter,Louis_Cressy_Band_-_Good_Time,bitcrush_l3,bitcrush,3,6.670158087650577,4.116758719124975
demucs,Louis_Cressy_Band_-_Good_Time,bitcrush_l4,bitcrush,4,9.293242393134774,4.768955838620877
spleeter,Louis_Cressy_Band_-_Good_Time,bitcrush_l4,bitcrush,4,6.545230085494945,4.088897405650434
demucs,Louis_Cressy_Band_-_Good_Time,compression_l1,compression,1,9.63998990563934,9.721392000170951
spleeter,Louis_Cressy_Band_-_Good_Time,compression_l1,compression,1,7.173062404558992,7.415162221227084
demucs,Louis_Cressy_Band_-_Good_Time,compression_l2,compression,2,9.093482346096236,7.950622438578726
spleeter,Louis_Cressy_Band_-_Good_Time,compression_l2,compression,2,6.703817129888443,6.463627344458509
demucs,Louis_Cressy_Band_-_Good_Time,compression_l3,compression,3,9.04503807469242,6.468734166331728
spleeter,Louis_Cressy_Band_-_Good_Time,compression_l3,compression,3,6.390163221616786,5.274221444103083
demucs,Louis_Cressy_Band_-_Good_Time,compression_l4,compression,4,8.928216185018695,5.641287994969671
spleeter,Louis_Cressy_Band_-_Good_Time,compression_l4,compression,4,6.431790725711274,4.602088494590271
demucs,Louis_Cressy_Band_-_Good_Time,delay_l1,delay,1,9.151021648024745,6.5107408418771495
spleeter,Louis_Cressy_Band_-_Good_Time,delay_l1,delay,1,6.975667195006619,5.221136559363309
demucs,Louis_Cressy_Band_-_Good_Time,delay_l2,delay,2,8.610387946284293,4.931522666976781
spleeter,Louis_Cressy_Band_-_Good_Time,delay_l2,delay,2,6.503019038850978,4.112202517310585
demucs,Louis_Cressy_Band_-_Good_Time,delay_l3,delay,3,7.961091738944427,4.05170983675831
spleeter,Louis_Cressy_Band_-_Good_Time,delay_l3,delay,3,5.884566745105819,3.582436713584483
demucs,Louis_Cressy_Band_-_Good_Time,delay_l4,delay,4,7.650570300726562,3.3774447463611383
spleeter,Louis_Cressy_Band_-_Good_Time,delay_l4,delay,4,5.530661754869985,3.0824027899711766
demucs,Louis_Cressy_Band_-_Good_Time,original,original,0,9.85334153013859,9.85334153013859
spleeter,Louis_Cressy_Band_-_Good_Time,original,original,0,7.4312331342823,7.4312331342823
demucs,Louis_Cressy_Band_-_Good_Time,reverb_l1,reverb,1,8.788952908601344,7.8739270925187155
spleeter,Louis_Cressy_Band_-_Good_Time,reverb_l1,reverb,1,6.396418556351234,6.40085197227966
demucs,Louis_Cressy_Band_-_Good_Time,reverb_l2,reverb,2,4.9316093054775445,2.2637559730583776
spleeter,Louis_Cressy_Band_-_Good_Time,reverb_l2,reverb,2,2.901658372368845,1.9094850331776323
demucs,Louis_Cressy_Band_-_Good_Time,reverb_l3,reverb,3,3.0007806676085376,-0.5688966132014451
spleeter,Louis_Cressy_Band_-_Good_Time,reverb_l3,reverb,3,1.8966416118455554,-0.5693868818335824
demucs,Louis_Cressy_Band_-_Good_Time,reverb_l4,reverb,4,2.7454264972559583,-1.3757192024157627
spleeter,Louis_Cressy_Band_-_Good_Time,reverb_l4,reverb,4,1.8021367853788122,-1.2368764774284076
demucs,Moosmusic_-_Big_Dummy_Shake,bitcrush_l1,bitcrush,1,10.755294728586497,7.204233859151122
spleeter,Moosmusic_-_Big_Dummy_Shake,bitcrush_l1,bitcrush,1,8.455555962714541,6.835311860334757
demucs,Moosmusic_-_Big_Dummy_Shake,bitcrush_l2,bitcrush,2,10.73730906810275,7.197988649179815
spleeter,Moosmusic_-_Big_Dummy_Shake,bitcrush_l2,bitcrush,2,8.454616393524482,6.834913290117187
demucs,Moosmusic_-_Big_Dummy_Shake,bitcrush_l3,bitcrush,3,10.738047953003882,7.206411209403547
spleeter,Moosmusic_-_Big_Dummy_Shake,bitcrush_l3,bitcrush,3,8.447271156638068,6.838643567964601
demucs,Moosmusic_-_Big_Dummy_Shake,bitcrush_l4,bitcrush,4,10.318782818962745,7.1562170565672165
spleeter,Moosmusic_-_Big_Dummy_Shake,bitcrush_l4,bitcrush,4,8.277302019579398,6.8045700656353105
demucs,Moosmusic_-_Big_Dummy_Shake,compression_l1,compression,1,10.770480366307638,10.855056007511665
spleeter,Moosmusic_-_Big_Dummy_Shake,compression_l1,compression,1,8.905593445472274,9.135478989959578
demucs,Moosmusic_-_Big_Dummy_Shake,compression_l2,compression,2,9.966222909316425,8.145956003113033
spleeter,Moosmusic_-_Big_Dummy_Shake,compression_l2,compression,2,8.040356226026486,7.163962689951312
demucs,Moosmusic_-_Big_Dummy_Shake,compression_l3,compression,3,9.67866185857699,6.263271995646934
spleeter,Moosmusic_-_Big_Dummy_Shake,compression_l3,compression,3,7.605028132114428,5.6477438669784625
demucs,Moosmusic_-_Big_Dummy_Shake,compression_l4,compression,4,9.986334800883863,5.751845543034996
spleeter,Moosmusic_-_Big_Dummy_Shake,compression_l4,compression,4,7.625742456865044,5.224062528923494
demucs,Moosmusic_-_Big_Dummy_Shake,delay_l1,delay,1,10.410128195177082,7.048036141205779
spleeter,Moosmusic_-_Big_Dummy_Shake,delay_l1,delay,1,8.896281939996395,6.129149548665811
demucs,Moosmusic_-_Big_Dummy_Shake,delay_l2,delay,2,9.497906811105398,5.523179695306924
spleeter,Moosmusic_-_Big_Dummy_Shake,delay_l2,delay,2,7.9171112783850885,4.844453409634441
demucs,Moosmusic_-_Big_Dummy_Shake,delay_l3,delay,3,8.951770696262175,4.234882827388989
spleeter,Moosmusic_-_Big_Dummy_Shake,delay_l3,delay,3,7.13874115632671,3.954383192222417
demucs,Moosmusic_-_Big_Dummy_Shake,delay_l4,delay,4,8.473731363865735,3.5140095370566256
spleeter,Moosmusic_-_Big_Dummy_Shake,delay_l4,delay,4,6.500198320523283,3.4195074221366966
demucs,Moosmusic_-_Big_Dummy_Shake,original,original,0,11.201867232708755,11.20190383529309
spleeter,Moosmusic_-_Big_Dummy_Shake,original,original,0,9.307604344244684,9.307672929650245
demucs,Moosmusic_-_Big_Dummy_Shake,reverb_l1,reverb,1,10.49315694044737,9.116600651745538
spleeter,Moosmusic_-_Big_Dummy_Shake,reverb_l1,reverb,1,8.89035937678588,7.577043839298287
demucs,Moosmusic_-_Big_Dummy_Shake,reverb_l2,reverb,2,9.009185817986628,1.5674509137377073
spleeter,Moosmusic_-_Big_Dummy_Shake,reverb_l2,reverb,2,7.637768846412553,1.2850394053951997
demucs,Moosmusic_-_Big_Dummy_Shake,reverb_l3,reverb,3,8.711627416346396,-1.9620152277682368
spleeter,Moosmusic_-_Big_Dummy_Shake,reverb_l3,reverb,3,7.480993433209195,-1.9897668157946822
