model,song,condition,effect,level,stem,sdr,si_sdr,delta_sdr,delta_si_sdr
demucs,Arise_-_Run_Run_Run,compression_l1,compression,1,vocals,11.485099644746406,11.169183733966385,-0.14759357460463285,-0.16091188901463127
demucs,Arise_-_Run_Run_Run,compression_l1,compression,1,drums,-3.2370458244457705,-3.554714522388754,0.0540185584370283,0.034751219214109064
demucs,Arise_-_Run_Run_Run,compression_l1,compression,1,bass,7.390788368732572,6.945547596033668,-0.09018712169531362,-0.07690258017040996
demucs,Arise_-_Run_Run_Run,compression_l1,compression,1,other,0.8968154185574617,-6.352530284232046,-0.002119504467482769,-0.010353091881220244
demucs,Arise_-_Run_Run_Run,compression_l2,compression,2,vocals,11.114422009268154,10.769066261492766,-0.5182712100828848,-0.5610293614882504
demucs,Arise_-_Run_Run_Run,compression_l2,compression,2,drums,-3.2664206106029905,-3.5735709799936908,0.024643772279808296,0.01589476160917247
demucs,Arise_-_Run_Run_Run,compression_l2,compression,2,bass,7.4668979967737545,6.98789899861765,-0.014077493654131246,-0.034551177586427784
demucs,Arise_-_Run_Run_Run,compression_l2,compression,2,other,0.9020597091225548,-6.322728898583624,0.0031247860976103548,0.019448293767201363
demucs,Arise_-_Run_Run_Run,compression_l3,compression,3,vocals,10.722347592317366,10.341867257301658,-0.9103456270336725,-0.9882283656793582
demucs,Arise_-_Run_Run_Run,compression_l3,compression,3,drums,-3.2834090524594473,-3.6012017814488795,0.007655330423351536,-0.011736039846016233
demucs,Arise_-_Run_Run_Run,compression_l3,compression,3,bass,7.458962323858604,6.992291770110759,-0.022013166569282205,-0.0301584060933191
demucs,Arise_-_Run_Run_Run,compression_l3,compression,3,other,0.9019847926420937,-6.324081237882688,0.003049869617149259,0.018095954468137165
demucs,Arise_-_Run_Run_Run,compression_l4,compression,4,vocals,10.305789086848495,9.888145197484882,-1.326904132502543,-1.4419504254961346
demucs,Arise_-_Run_Run_Run,compression_l4,compression,4,drums,-3.2849528335572344,-3.600079942076277,0.006111549325564347,-0.01061420047341377
demucs,Arise_-_Run_Run_Run,compression_l4,compression,4,bass,7.347343285188441,6.880923911461581,-0.13363220523944452,-0.14152626474249708
demucs,Arise_-_Run_Run_Run,compression_l4,compression,4,other,0.8811329872378111,-6.437037938773139,-0.017801935787133405,-0.0948607464223139
demucs,Arise_-_Run_Run_Run,delay_l1,delay,1,vocals,10.961124361452379,10.600534250526668,-0.6715688578986594,-0.7295613724543486
demucs,Arise_-_Run_Run_Run,delay_l1,delay,1,drums,-3.2928051431352285,-3.5961165961852486,-0.0017407602524297516,-0.006650854582385346
demucs,Arise_-_Run_Run_Run,delay_l1,delay,1,bass,7.440914819850927,6.981601925413759,-0.040060670576958834,-0.04084825079031873
demucs,Arise_-_Run_Run_Run,delay_l1,delay,1,other,0.8738568038558701,-6.480767457597583,-0.02507811916907443,-0.13859026524675766
demucs,Arise_-_Run_Run_Run,delay_l2,delay,2,vocals,10.263451526622875,9.843847868551736,-1.3692416927281634,-1.4862477544292805
demucs,Arise_-_Run_Run_Run,delay_l2,delay,2,drums,-3.3572705655300754,-3.678500364298121,-0.06620618264727662,-0.08903462269525786
demucs,Arise_-_Run_Run_Run,delay_l2,delay,2,bass,7.51410879635782,7.048761773419635,0.03313330592993413,0.02631159721555676
demucs,Arise_-_Run_Run_Run,delay_l2,delay,2,other,0.8493820857224986,-6.620992171061789,-0.04955283730244586,-0.2788149787109635
demucs,Arise_-_Run_Run_Run,delay_l3,delay,3,vocals,9.396803886634938,8.879801270357657,-2.2358893327161002,-2.4502943526233594
demucs,Arise_-_Run_Run_Run,delay_l3,delay,3,drums,-3.325269887509461,-3.6730290254061035,-0.034205504626662275,-0.0835632838032403
demucs,Arise_-_Run_Run_Run,delay_l3,delay,3,bass,7.545288735321049,7.087429389932776,0.06431324489316292,0.06497921372869797
demucs,Arise_-_Run_Run_Run,delay_l3,delay,3,other,0.8473470893361936,-6.634696392985063,-0.05158783368875086,-0.29251920063423764
demucs,Arise_-_Run_Run_Run,delay_l4,delay,4,vocals,8.784380277792387,8.1770263980075,-2.8483129415586514,-3.1530692249735157
demucs,Arise_-_Run_Run_Run,delay_l4,delay,4,drums,-3.3859622082335408,-3.714420906102021,-0.09489782535074198,-0.12495516449915778
demucs,Arise_-_Run_Run_Run,delay_l4,delay,4,bass,7.689301166321164,7.208964604397938,0.20832567589327855,0.18651442819385977
demucs,Arise_-_Run_Run_Run,delay_l4,delay,4,other,0.8156710336735973,-6.815668788623168,-0.08326388935134721,-0.4734915962723427
demucs,Arise_-_Run_Run_Run,original,original,0,vocals,11.632693219351038,11.330095622981016,0.0,0.0
demucs,Arise_-_Run_Run_Run,original,original,0,drums,-3.291064382882799,-3.5894657416028632,0.0,0.0
demucs,Arise_-_Run_Run_Run,original,original,0,bass,7.480975490427886,7.022450176204078,0.0,0.0
demucs,Arise_-_Run_Run_Run,original,original,0,other,0.8989349230249445,-6.342177192350825,0.0,0.0
demucs,Arise_-_Run_Run_Run,reverb_l1,reverb,1,vocals,10.576627577041325,10.193960813238363,-1.0560656423097132,-1.1361348097426536
demucs,Arise_-_Run_Run_Run,reverb_l1,reverb,1,drums,-3.2522062713264397,-3.572421675125565,0.0388581115563591,0.01704406647729817
demucs,Arise_-_Run_Run_Run,reverb_l1,reverb,1,bass,7.3834734328416225,6.930115937971749,-0.09750205758626329,-0.09233423823232911
demucs,Arise_-_Run_Run_Run,reverb_l1,reverb,1,other,0.8906088861058896,-6.390312506601346,-0.008326036919054869,-0.04813531425052098
demucs,Arise_-_Run_Run_Run,reverb_l2,reverb,2,vocals,7.967206495188534,7.362278224889805,-3.6654867241625047,-3.967817398091211
demucs,Arise_-_Run_Run_Run,reverb_l2,reverb,2,drums,-3.1825183451625607,-3.5065406765970697,0.10854603772023808,0.08292506500579355
demucs,Arise_-_Run_Run_Run,reverb_l2,reverb,2,bass,7.248972712806867,6.7702450593016135,-0.23200277762101873,-0.2522051169024646
demucs,Arise_-_Run_Run_Run,reverb_l2,reverb,2,other,0.8613357681920237,-6.578809706638663,-0.037599154832920756,-0.23663251428783738
demucs,Arise_-_Run_Run_Run,reverb_l3,reverb,3,vocals,6.855222876875402,6.093690224199228,-4.777470342475636,-5.2364053987817885
demucs,Arise_-_Run_Run_Run,reverb_l3,reverb,3,drums,-3.249658953231272,-3.5815463511852097,0.04140542965152694,0.007919390417653549
demucs,Arise_-_Run_Run_Run,reverb_l3,reverb,3,bass,7.296759576172095,6.793167775474149,-0.1842159142557911,-0.22928240072992878
demucs,Arise_-_Run_Run_Run,reverb_l3,reverb,3,other,0.8273518143813625,-6.780493820528365,-0.07158310864358197,-0.4383166281775397
demucs,Arise_-_Run_Run_Run,reverb_l4,reverb,4,vocals,6.989578217010269,6.301398139846219,-4.643115002340769,-5.028697483134797
demucs,Arise_-_Run_Run_Run,reverb_l4,reverb,4,drums,-3.2534734786258275,-3.5621264122084466,0.037590904256971314,0.027339329394416634
demucs,Arise_-_Run_Run_Run,reverb_l4,reverb,4,bass,7.3357661962080485,6.821646894300557,-0.1452092942198373,-0.20080328190352148
demucs,Arise_-_Run_Run_Run,reverb_l4,reverb,4,other,0.8328969836909607,-6.7488176796715855,-0.06603793933398383,-0.4066404873207601
spleeter,BKS_-_Bulldozer,bitcrush_l1,bitcrush,1,vocals,5.657722932893877,4.290382547007975,-0.2500118010366599,-0.3448175370710205
spleeter,BKS_-_Bulldozer,bitcrush_l1,bitcrush,1,drums,8.527321885631164,7.87575779256537,-0.045342303287499774,-0.051305575646225066
spleeter,BKS_-_Bulldozer,bitcrush_l1,bitcrush,1,bass,5.968258284622405,4.701792873275339,-2.4564993556630554e-05,3.337804332481653e-05
spleeter,BKS_-_Bulldozer,bitcrush_l1,bitcrush,1,other,4.5901908481505425,2.9643528088544917,-0.030491400687810533,-0.02873511804664064
spleeter,BKS_-_Bulldozer,bitcrush_l2,bitcrush,2,vocals,5.660061357117076,4.2934153384637845,-0.24767337681346113,-0.341784745615211
spleeter,BKS_-_Bulldozer,bitcrush_l2,bitcrush,2,drums,8.527814832430211,7.876327572958881,-0.04484935648845223,-0.05073579525271388
spleeter,BKS_-_Bulldozer,bitcrush_l2,bitcrush,2,bass,5.967920460110125,4.701335613315198,-0.000362389505837335,-0.00042388191681652643
spleeter,BKS_-_Bulldozer,bitcrush_l2,bitcrush,2,other,4.591603878494813,2.966639181836249,-0.029078370343539994,-0.026448745064883372
spleeter,BKS_-_Bulldozer,bitcrush_l3,bitcrush,3,vocals,5.664132417450192,4.298932056644355,-0.24360231648034514,-0.3362680274346408
spleeter,BKS_-_Bulldozer,bitcrush_l3,bitcrush,3,drums,8.5280997468966,7.876666167751722,-0.04456444202206278,-0.05039720045987295
spleeter,BKS_-_Bulldozer,bitcrush_l3,bitcrush,3,bass,5.968491041263282,4.702073257680678,0.00020819164731999962,0.00031376244866354597
spleeter,BKS_-_Bulldozer,bitcrush_l3,bitcrush,3,other,4.5921055595686475,2.9651103954178155,-0.02857668926970547,-0.02797753148331683
spleeter,BKS_-_Bulldozer,bitcrush_l4,bitcrush,4,vocals,5.5586178982623125,4.149338703858872,-0.3491168356682248,-0.4858613802201237
spleeter,BKS_-_Bulldozer,bitcrush_l4,bitcrush,4,drums,8.508556953481637,7.853637974977681,-0.06410723543702623,-0.07342539323391417
spleeter,BKS_-_Bulldozer,bitcrush_l4,bitcrush,4,bass,5.959164482122656,4.689697188991565,-0.009118367493305968,-0.012062306240449239
spleeter,BKS_-_Bulldozer,bitcrush_l4,bitcrush,4,other,4.59100317875777,2.9727679831211824,-0.029679070080582903,-0.020319943779949945
spleeter,BKS_-_Bulldozer,compression_l1,compression,1,vocals,5.760241923524351,4.436126320462044,-0.14749281040618634,-0.19907376361695128
spleeter,BKS_-_Bulldozer,compression_l1,compression,1,drums,8.551516243537682,7.90284120584203,-0.021147945380981525,-0.02422216236956487
spleeter,BKS_-_Bulldozer,compression_l1,compression,1,bass,5.961996332333687,4.6933362667797915,-0.006286517282275028,-0.008423228452222986
spleeter,BKS_-_Bulldozer,compression_l1,compression,1,other,4.599160447291524,2.9592450423908163,-0.02152180154682881,-0.03384288451031603
spleeter,BKS_-_Bulldozer,compression_l2,compression,2,vocals,5.490110835014146,4.063527900633575,-0.41762389891639096,-0.5716721834454201
spleeter,BKS_-_Bulldozer,compression_l2,compression,2,drums,8.485520210070028,7.827686183033552,-0.08714397884863523,-0.09937718517804317
spleeter,BKS_-_Bulldozer,compression_l2,compression,2,bass,5.951089003063403,4.678748157169656,-0.01719384655255851,-0.023011338062358888
spleeter,BKS_-_Bulldozer,compression_l2,compression,2,other,4.591133110186595,2.9366368706383756,-0.0295491386517579,-0.056451056262756705
spleeter,BKS_-_Bulldozer,compression_l3,compression,3,vocals,5.26501220399825,3.745448781759265,-0.6427225299322874,-0.8897513023197305
spleeter,BKS_-_Bulldozer,compression_l3,compression,3,drums,8.392878276845362,7.722664418593236,-0.1797859120733012,-0.20439894961835936
spleeter,BKS_-_Bulldozer,compression_l3,compression,3,bass,5.943663324884304,4.668945963313909,-0.024619524731657627,-0.0328135319181051
spleeter,BKS_-_Bulldozer,compression_l3,compression,3,other,4.589579647730265,2.931369027900512,-0.03110260110808838,-0.06171889900062055
spleeter,BKS_-_Bulldozer,compression_l4,compression,4,vocals,5.09635442390525,3.5002850392621405,-0.811380310025287,-1.134915044816855
spleeter,BKS_-_Bulldozer,compression_l4,compression,4,drums,8.23014278110872,7.539873635921119,-0.34252140780994367,-0.3871897322904756
spleeter,BKS_-_Bulldozer,compression_l4,compression,4,bass,5.951821597284427,4.6797141288463475,-0.016461252331534837,-0.02204536638566701
spleeter,BKS_-_Bulldozer,compression_l4,compression,4,other,4.604136320024295,2.9576283027989287,-0.016545928814058364,-0.0354596241022036
spleeter,BKS_-_Bulldozer,delay_l1,delay,1,vocals,5.637667152962237,4.2709112767173085,-0.2700675809683002,-0.364288807361687
spleeter,BKS_-_Bulldozer,delay_l1,delay,1,drums,8.524559316608583,7.872491212478322,-0.04810487231008054,-0.05457215573327279
spleeter,BKS_-_Bulldozer,delay_l1,delay,1,bass,5.945523814005966,4.671452637701401,-0.022759035609995593,-0.03030685753061313
spleeter,BKS_-_Bulldozer,delay_l1,delay,1,other,4.583291238224225,2.927798167236216,-0.03739101061412775,-0.06528975966491624
spleeter,BKS_-_Bulldozer,delay_l2,delay,2,vocals,5.130731045323559,3.5445227198331155,-0.7770036886069782,-1.09067736424588
spleeter,BKS_-_Bulldozer,delay_l2,delay,2,drums,8.511381314988528,7.856921495211222,-0.06128287393013565,-0.07014187300037289
spleeter,BKS_-_Bulldozer,delay_l2,delay,2,bass,5.927839091567874,4.648026357250531,-0.040443758048088085,-0.05373313798148338
spleeter,BKS_-_Bulldozer,delay_l2,delay,2,other,4.3740017720575395,2.675257901848104,-0.2466804767808135,-0.3178300250530284
spleeter,BKS_-_Bulldozer,delay_l3,delay,3,vocals,4.266505118707661,2.229421672418395,-1.6412296152228762,-2.4057784116606005
spleeter,BKS_-_Bulldozer,delay_l3,delay,3,drums,8.453378140924887,7.789818275465999,-0.11928604799377673,-0.13724509274559615
spleeter,BKS_-_Bulldozer,delay_l3,delay,3,bass,5.894420987159162,4.605144606051117,-0.07386186245680015,-0.09661488918089756
spleeter,BKS_-_Bulldozer,delay_l3,delay,3,other,3.9962258456771145,2.2380323956688732,-0.6244564031612385,-0.7550555312322591
spleeter,BKS_-_Bulldozer,delay_l4,delay,4,vocals,3.788023266314482,1.4371634822793224,-2.1197114676160553,-3.1980366017996733
spleeter,BKS_-_Bulldozer,delay_l4,delay,4,drums,8.409790279027611,7.738884043290329,-0.16287390989105255,-0.18817932492126577
spleeter,BKS_-_Bulldozer,delay_l4,delay,4,bass,5.8794255138056055,4.5856496502648945,-0.08885733581035637,-0.11610984496712007
spleeter,BKS_-_Bulldozer,delay_l4,delay,4,other,3.817064474810335,2.0134236859279016,-0.8036177740280182,-0.9796642409732308
spleeter,BKS_-_Bulldozer,original,original,0,vocals,5.907734733930537,4.6352000840789955,0.0,0.0
spleeter,BKS_-_Bulldozer,original,original,0,drums,8.572664188918663,7.927063368211595,0.0,0.0
spleeter,BKS_-_Bulldozer,original,original,0,bass,5.968282849615962,4.7017594952320145,0.0,0.0
spleeter,BKS_-_Bulldozer,original,original,0,other,4.620682248838353,2.9930879269011323,0.0,0.0
spleeter,BKS_-_Bulldozer,reverb_l1,reverb,1,vocals,5.604491309341836,4.225630833646931,-0.30324342458870124,-0.4095692504320647
spleeter,BKS_-_Bulldozer,reverb_l1,reverb,1,drums,8.550347553407212,7.901536044330106,-0.022316635511451466,-0.02552732388148904
spleeter,BKS_-_Bulldozer,reverb_l1,reverb,1,bass,5.898447142044855,4.608698092577438,-0.06983570757110691,-0.09306140265457685
spleeter,BKS_-_Bulldozer,reverb_l1,reverb,1,other,4.572057869326577,2.9229905600258754,-0.048624379511776006,-0.07009736687525692
spleeter,BKS_-_Bulldozer,reverb_l2,reverb,2,vocals,4.080387664295632,1.948279684408401,-1.8273470696349055,-2.6869203996705946
spleeter,BKS_-_Bulldozer,reverb_l2,reverb,2,drums,8.472067341232318,7.814171593440586,-0.10059684768634547,-0.11289177477100854
spleeter,BKS_-_Bulldozer,reverb_l2,reverb,2,bass,5.676214452709748,4.309744070974776,-0.2920683969062141,-0.3920154242572389
spleeter,BKS_-_Bulldozer,reverb_l2,reverb,2,other,4.1170726582261805,2.365772512791973,-0.5036095906121725,-0.6273154141091593
spleeter,BKS_-_Bulldozer,reverb_l3,reverb,3,vocals,3.2866918006181645,0.5629098837216913,-2.621042933312373,-4.072290200357305
spleeter,BKS_-_Bulldozer,reverb_l3,reverb,3,drums,8.368980773033172,7.6987938489934375,-0.20368341588549121,-0.2282695192181574
spleeter,BKS_-_Bulldozer,reverb_l3,reverb,3,bass,5.665061117821876,4.2917562196050065,-0.3032217317940855,-0.410003275627008
spleeter,BKS_-_Bulldozer,reverb_l3,reverb,3,other,3.794473445649218,2.01951433384656,-0.826208803189135,-0.9735735930545721
spleeter,BKS_-_Bulldozer,reverb_l4,reverb,4,vocals,3.2119391609996457,0.4181436000963419,-2.6957955729308916,-4.217056483982653
spleeter,BKS_-_Bulldozer,reverb_l4,reverb,4,drums,8.346611120405134,7.6732284031493805,-0.22605306851352935,-0.2538349650622145
spleeter,BKS_-_Bulldozer,reverb_l4,reverb,4,bass,5.655840689965395,4.278976445272783,-0.3124421596505673,-0.4227830499592313
spleeter,BKS_-_Bulldozer,reverb_l4,reverb,4,other,3.776081341368882,2.0125935755804703,-0.8446009074694709,-0.9804943513206621
demucs,BKS_-_Bulldozer,bitcrush_l1,bitcrush,1,vocals,8.587006227751196,7.939800803954292,-0.2542867435009075,-0.29601614197136694
demucs,BKS_-_Bulldozer,bitcrush_l1,bitcrush,1,drums,11.788051224056789,11.495679819191654,-0.09007539032098677,-0.0950838664322795
demucs,BKS_-_Bulldozer,bitcrush_l1,bitcrush,1,bass,9.833306191585326,9.357045206662898,-0.05762695918080141,-0.06483176747021169
demucs,BKS_-_Bulldozer,bitcrush_l1,bitcrush,1,other,6.548353221224508,5.463988587822191,-0.024661919308133662,-0.030330393264759614
demucs,BKS_-_Bulldozer,bitcrush_l2,bitcrush,2,vocals,8.561019605676282,7.909639921921929,-0.2802733655758214,-0.32617702400373005
demucs,BKS_-_Bulldozer,bitcrush_l2,bitcrush,2,drums,11.77467441214892,11.481553958858973,-0.10345220222885487,-0.10920972676496099
demucs,BKS_-_Bulldozer,bitcrush_l2,bitcrush,2,bass,9.870435766305516,9.398926921319665,-0.020497384460611556,-0.02295005281344409
demucs,BKS_-_Bulldozer,bitcrush_l2,bitcrush,2,other,6.5586780586110365,5.476983590370476,-0.014337081921604877,-0.017335390716475274
demucs,BKS_-_Bulldozer,bitcrush_l3,bitcrush,3,vocals,8.564469795591691,7.913686445253335,-0.2768231756604127,-0.3221305006723245
demucs,BKS_-_Bulldozer,bitcrush_l3,bitcrush,3,drums,11.766021972649174,11.472274017161958,-0.11210464172860135,-0.11848966846197584
demucs,BKS_-_Bulldozer,bitcrush_l3,bitcrush,3,bass,9.88323368758238,9.413083234138634,-0.007699463183747923,-0.008793739994475303
demucs,BKS_-_Bulldozer,bitcrush_l3,bitcrush,3,other,6.558401281108538,5.47706787474445,-0.014613859424103204,-0.017251106342500933
demucs,BKS_-_Bulldozer,bitcrush_l4,bitcrush,4,vocals,8.347300861970602,7.660482159360179,-0.4939921092815016,-0.5753347865654801
demucs,BKS_-_Bulldozer,bitcrush_l4,bitcrush,4,drums,11.735348508180504,11.439148696257808,-0.14277810619727127,-0.15161498936612539
demucs,BKS_-_Bulldozer,bitcrush_l4,bitcrush,4,bass,9.857336802030211,9.384144317599567,-0.03359634873591588,-0.0377326565335423
demucs,BKS_-_Bulldozer,bitcrush_l4,bitcrush,4,other,6.525054939661202,5.434172790684425,-0.04796020087143926,-0.06014619040252622
demucs,BKS_-_Bulldozer,compression_l1,compression,1,vocals,8.850524753995249,8.248221980648982,0.009231782743144734,0.012405034723322217
demucs,BKS_-_Bulldozer,compression_l1,compression,1,drums,11.843583248638048,11.553789678867583,-0.034543365739727605,-0.036974006756350875
demucs,BKS_-_Bulldozer,compression_l1,compression,1,bass,9.878012235040162,9.407366273808888,-0.012920915725965543,-0.014510700324221304
demucs,BKS_-_Bulldozer,compression_l1,compression,1,other,6.577786894782976,5.499355313948837,0.004771754250334936,0.005036332861886095
demucs,BKS_-_Bulldozer,compression_l2,compression,2,vocals,8.639088057831877,8.004304691654298,-0.20220491342022662,-0.23151225427136168
demucs,BKS_-_Bulldozer,compression_l2,compression,2,drums,11.821907793946373,11.530915059030773,-0.05621882043140225,-0.05984862659316015
demucs,BKS_-_Bulldozer,compression_l2,compression,2,bass,9.876174039768022,9.405299959649742,-0.014759110998104674,-0.016577014483367236
demucs,BKS_-_Bulldozer,compression_l2,compression,2,other,6.550213052943178,5.463938104599189,-0.022802087589463227,-0.030380876487762443
demucs,BKS_-_Bulldozer,compression_l3,compression,3,vocals,8.510739179301556,7.854978413712768,-0.3305537919505479,-0.3808385322128913
demucs,BKS_-_Bulldozer,compression_l3,compression,3,drums,11.740654504664306,11.44383711648195,-0.13747210971346924,-0.14692656914198388
demucs,BKS_-_Bulldozer,compression_l3,compression,3,bass,9.780303646653634,9.298134241135823,-0.1106295041124934,-0.123742732997286
demucs,BKS_-_Bulldozer,compression_l3,compression,3,other,6.515986111748681,5.419956145680861,-0.0570290287839601,-0.0743628354060899
demucs,BKS_-_Bulldozer,compression_l4,compression,4,vocals,8.502255484986387,7.844047684436579,-0.33903748626571684,-0.3917692614890802
demucs,BKS_-_Bulldozer,compression_l4,compression,4,drums,11.679603216319311,11.380027320944029,-0.1985233980584642,-0.21073636467990475
demucs,BKS_-_Bulldozer,compression_l4,compression,4,bass,9.81580620524301,9.337721514603732,-0.07512694552311672,-0.0841554595293772
demucs,BKS_-_Bulldozer,compression_l4,compression,4,other,6.555104965242147,5.470257199926818,-0.017910175290494657,-0.02406178116013269
demucs,BKS_-_Bulldozer,delay_l1,delay,1,vocals,8.477648953037868,7.813789224610208,-0.3636440182142362,-0.42202772131545174
demucs,BKS_-_Bulldozer,delay_l1,delay,1,drums,11.827126853255926,11.536602440053006,-0.05099976112184912,-0.05416124557092772
demucs,BKS_-_Bulldozer,delay_l1,delay,1,bass,9.84775869849268,9.373362229766018,-0.04317445227344763,-0.04851474436709147
demucs,BKS_-_Bulldozer,delay_l1,delay,1,other,6.490714450394864,5.388708719990053,-0.08230069013777719,-0.1056102610968983
demucs,BKS_-_Bulldozer,delay_l2,delay,2,vocals,7.937313985692588,7.176562018899939,-0.9039789855595162,-1.0592549270257203
demucs,BKS_-_Bulldozer,delay_l2,delay,2,drums,11.772481414687768,11.477895736400976,-0.10564519969000763,-0.11286794922295762
demucs,BKS_-_Bulldozer,delay_l2,delay,2,bass,9.821732737605851,9.344670817527685,-0.06920041316027614,-0.07720615660542407
demucs,BKS_-_Bulldozer,delay_l2,delay,2,other,6.341473817151617,5.194733306313289,-0.23154132338102418,-0.29958567477366227
demucs,BKS_-_Bulldozer,delay_l3,delay,3,vocals,7.27869979984062,6.384010396877441,-1.5625931714114838,-1.8518065490482183
demucs,BKS_-_Bulldozer,delay_l3,delay,3,drums,11.7227898479905,11.424737246014907,-0.15533676638727556,-0.16602643960902697
demucs,BKS_-_Bulldozer,delay_l3,delay,3,bass,9.802288017948156,9.322432709200239,-0.08864513281797137,-0.0994442649328704
demucs,BKS_-_Bulldozer,delay_l3,delay,3,other,6.140070115680791,4.93721756022031,-0.4329450248518505,-0.5571014208666414
demucs,BKS_-_Bulldozer,delay_l4,delay,4,vocals,6.68839770469277,5.651764655829563,-2.1528952665593337,-2.5840522900960963
demucs,BKS_-_Bulldozer,delay_l4,delay,4,drums,11.691744641412964,11.391138637365888,-0.18638197296481174,-0.19962504825804572
demucs,BKS_-_Bulldozer,delay_l4,delay,4,bass,9.826725176229502,9.350478965561186,-0.0642079745366253,-0.07139800857192391
demucs,BKS_-_Bulldozer,delay_l4,delay,4,other,5.938472955003618,4.672787045140727,-0.634542185529023,-0.8215319359462239
demucs,BKS_-_Bulldozer,original,original,0,vocals,8.841292971252104,8.23581694592566,0.0,0.0
demucs,BKS_-_Bulldozer,original,original,0,drums,11.878126614377775,11.590763685623934,0.0,0.0
demucs,BKS_-_Bulldozer,original,original,0,bass,9.890933150766127,9.42187697413311,0.0,0.0
demucs,BKS_-_Bulldozer,original,original,0,other,6.573015140532641,5.494318981086951,0.0,0.0
demucs,BKS_-_Bulldozer,reverb_l1,reverb,1,vocals,8.244963990567985,7.541325292065407,-0.5963289806841185,-0.6944916538602524
demucs,BKS_-_Bulldozer,reverb_l1,reverb,1,drums,11.857660094047912,11.568970882282132,-0.020466520329863513,-0.02179280334180156
demucs,BKS_-_Bulldozer,reverb_l1,reverb,1,bass,9.831246394848442,9.354770309382001,-0.05968675591768502,-0.06710666475110827
demucs,BKS_-_Bulldozer,reverb_l1,reverb,1,other,6.409220464551074,5.288174234436961,-0.16379467598156694,-0.20614474664998994
demucs,BKS_-_Bulldozer,reverb_l2,reverb,2,vocals,6.419364360732934,5.298716515116151,-2.4219286105191697,-2.937100430809508
demucs,BKS_-_Bulldozer,reverb_l2,reverb,2,drums,11.79422859673956,11.502750026573791,-0.0838980176382158,-0.08801365905014258
demucs,BKS_-_Bulldozer,reverb_l2,reverb,2,bass,9.665595958652098,9.169334973143332,-0.22533719211402925,-0.2525420009897772
demucs,BKS_-_Bulldozer,reverb_l2,reverb,2,other,5.868463416532803,4.608596614023293,-0.7045517239998382,-0.885722367063658
demucs,BKS_-_Bulldozer,reverb_l3,reverb,3,vocals,5.227085826363876,3.6780373844659877,-3.614207144888228,-4.557779561459672
demucs,BKS_-_Bulldozer,reverb_l3,reverb,3,drums,11.87727463161549,11.5910645681588,-0.0008519827622848197,0.0003008825348658206
demucs,BKS_-_Bulldozer,reverb_l3,reverb,3,bass,9.671632091532034,9.176224037907478,-0.21930105923409293,-0.2456529362256319
demucs,BKS_-_Bulldozer,reverb_l3,reverb,3,other,5.48198573264891,4.13100769556851,-1.091029407883731,-1.3633112855184413
demucs,BKS_-_Bulldozer,reverb_l4,reverb,4,vocals,5.045763530837749,3.416248510825625,-3.795529440414355,-4.8195684351000345
demucs,BKS_-_Bulldozer,reverb_l4,reverb,4,drums,11.907924124565652,11.623881001467026,0.02979751018787624,0.033117315843092854
demucs,BKS_-_Bulldozer,reverb_l4,reverb,4,bass,9.65407659388614,9.156337793457089,-0.23685655687998697,-0.26553918067602034
demucs,BKS_-_Bulldozer,reverb_l4,reverb,4,other,5.343532835696275,3.972199899718784,-1.2294823048363668,-1.5221190813681669
spleeter,BKS_-_Too_Much,bitcrush_l1,bitcrush,1,vocals,9.615661418888257,9.148921083709402,-0.5913333114832202,-0.666534321842235
spleeter,BKS_-_Too_Much,bitcrush_l1,bitcrush,1,drums,6.080733954353726,4.852215849949049,-0.04022093354079548,-0.05437798305469688
spleeter,BKS_-_Too_Much,bitcrush_l1,bitcrush,1,bass,7.795199477900806,7.006244254208639,-0.013107736823820382,-0.015618425544794867
spleeter,BKS_-_Too_Much,bitcrush_l1,bitcrush,1,other,4.978113539138561,3.3832319386772425,-0.07700743642246177,-0.09792648580024865
spleeter,BKS_-_Too_Much,bitcrush_l2,bitcrush,2,vocals,9.614326380902016,9.147305472709045,-0.5926683494694611,-0.6681499328425922
spleeter,BKS_-_Too_Much,bitcrush_l2,bitcrush,2,drums,6.080340781945707,4.851671032100768,-0.04061410594881476,-0.054922800902978075
spleeter,BKS_-_Too_Much,bitcrush_l2,bitcrush,2,bass,7.795694958016822,7.006852877127798,-0.012612256707804193,-0.015009802625635338
spleeter,BKS_-_Too_Much,bitcrush_l2,bitcrush,2,other,4.97874497425337,3.384207281434116,-0.07637600130765243,-0.09695114304337515
spleeter,BKS_-_Too_Much,bitcrush_l3,bitcrush,3,vocals,9.596444642204954,9.126157980113664,-0.6105500881665229,-0.6892974254379727
spleeter,BKS_-_Too_Much,bitcrush_l3,bitcrush,3,drums,6.072493810931166,4.840982560859833,-0.04846107696335533,-0.06561127214391327
spleeter,BKS_-_Too_Much,bitcrush_l3,bitcrush,3,bass,7.793957918171406,7.004876400957713,-0.01434929655322037,-0.0169862787957209
spleeter,BKS_-_Too_Much,bitcrush_l3,bitcrush,3,other,4.972153930260499,3.375065153658683,-0.08296704530052335,-0.10609327081880826
spleeter,BKS_-_Too_Much,bitcrush_l4,bitcrush,4,vocals,9.297231381918461,8.782658856765655,-0.9097633484530157,-1.0327965487859814
spleeter,BKS_-_Too_Much,bitcrush_l4,bitcrush,4,drums,6.023657292725288,4.775693680484247,-0.09729759516923409,-0.13090015251949882
