model,song,pair,component,SI_SDR,SI_SAR_like,RMSE
demucs,Carlos Gonzalez - A Place For Us,drums,vocals,15.33250124984918,15.457887464695672,0.010507758325561766
demucs,Cristina Vane - So Easy,drums,vocals,20.593376549478585,20.63109547780103,0.005255829757335935
demucs,Detsky Sad - Walkie Talkie,drums,vocals,5.522045378994232,6.595540254926037,0.022158736699500137
demucs,Enda Reilly - Cur An Long Ag Seol,drums,vocals,24.47748768333653,24.492949560538083,0.0038815891518606833
demucs,Forkupines - Semantics,drums,vocals,14.245234611256308,14.405638890922019,0.007640888262425987
demucs,Georgia Wonder - Siren,drums,vocals,14.282496618261327,14.441555323071011,0.008407650364066304
demucs,Girls Under Glass - We Feel Alright,drums,vocals,15.970595134789743,16.079060292691505,0.005271952005774915
demucs,Hollow Ground - Ill Fate,drums,vocals,13.045684950581823,13.255899463090689,0.008207147106374473
demucs,James Elder & Mark M Thompson - The English Actor,drums,vocals,14.25306223396773,14.413182924977917,0.010910388146575897
demucs,Juliet's Rescue - Heartbeats,drums,vocals,15.577624687676364,15.696222979360543,0.0065016365132159045
demucs,Little Chicago's Finest - My Own,drums,vocals,17.335559636509746,17.41503790079908,0.004924580640291486
demucs,Louis Cressy Band - Good Time,drums,vocals,15.499406590168368,15.6201305498656,0.006416942052028064
demucs,Lyndsey Ollard - Catching Up,drums,vocals,19.313678780271054,19.364247915055678,0.005398783702986653
demucs,M.E.R.C. Music - Knockout,drums,vocals,16.588091171324287,16.682335334940774,0.007458813225174049
demucs,Moosmusic - Big Dummy Shake,drums,vocals,15.168184064909436,15.298333468834386,0.01186073907511102
demucs,Motor Tapes - Shore,drums,vocals,28.008293561143613,28.015158104981914,0.0023645908958108675
demucs,Mu - Too Bright,drums,vocals,16.528260942139006,16.623798162025032,0.007453126322108732
demucs,Nerve 9 - Pray For The Rain,drums,vocals,17.418748048770233,17.49673186445153,0.007403774696788311
demucs,PR - Happy Daze,drums,vocals,2.46893758991188,4.4179028510624265,0.00539534838368158
demucs,PR - Oh No,drums,vocals,2.719721034800448,4.579669288083387,0.00922010270979812
demucs,Punkdisco - Oral Hygiene,drums,vocals,11.302645404955689,11.613035489351022,0.007405368884450679
demucs,Raft Monk - Tiring,drums,vocals,16.2496693554368,16.351462325478202,0.008362106185826553
demucs,Sambasevam Shanmugam - Kaathaadi,drums,vocals,24.522117162439564,24.537421240298332,0.0037304207972122826
demucs,Secretariat - Borderline,drums,vocals,19.617107533893662,19.664282616426917,0.005717445546298514
demucs,Secretariat - Over The Top,drums,vocals,17.255028135485876,17.335980140590905,0.00671779859961728
demucs,Side Effects Project - Sing With Me,drums,vocals,15.758357483315493,15.872184352037637,0.010323573499313041
demucs,Signe Jakobsen - What Have You Done To Me,drums,vocals,18.080113154002476,18.147165819858486,0.008589676113326405
demucs,Skelpolu - Resurrection,drums,vocals,6.483624588489193,7.3639850099561786,0.011441482203411305
demucs,Speak Softly - Broken Man,drums,vocals,14.375737800375134,14.531477832327171,0.007451969187870124
demucs,Speak Softly - Like Horses,drums,vocals,17.701058413652557,17.774175267892723,0.009703180306901305
demucs,The Doppler Shift - Atrophy,drums,vocals,15.300673703654601,15.42696891311395,0.008627885722866085
demucs,The Easton Ellises (Baumi) - SDRNR,drums,vocals,13.808633889796262,13.985660888423064,0.042250710400495925
demucs,The Easton Ellises - Falcon 69,drums,vocals,13.57177932850123,13.758518725856725,0.013159594021093178
demucs,The Long Wait - Dark Horses,drums,vocals,17.90590766840697,17.975682712775587,0.004831530887968487
demucs,The Mountaineering Club - Mallory,drums,vocals,18.727105613859916,18.784939033168634,0.004203792582374884
demucs,The Sunshine Garcia Band - For I Am The Moon,drums,vocals,14.183137048443236,14.345808611855496,0.011933923509655452
demucs,Timboz - Pony,drums,vocals,10.796790202465274,11.144028564320243,0.009781222824017466
demucs,Tom McKenzie - Directions,drums,vocals,15.71178095514451,15.826819032686682,0.0058943230037191785
demucs,Triviul feat. The Fiend - Widow,drums,vocals,15.563456028100855,15.682436612460585,0.010309584096939894
demucs,We Fell From The Sky - Not You,drums,vocals,13.763614427097133,13.94244858643988,0.006618141343738695
demucs,Zeno - Signs,drums,vocals,16.679282236506808,16.77158880043202,0.009489268877208733
demucs,AM Contra - Heart Peripheral,other,non_vocal,14.736150831346588,14.879690674974352,0.009750113368454109
demucs,Al James - Schoolboy Facination,other,non_vocal,1.9566846648190386,4.097919076449324,0.022547189870337343
demucs,Angels In Amplifiers - I'm Alright,other,non_vocal,12.170045306171737,12.425860444135523,0.014137423294207113
demucs,Arise - Run Run Run,other,non_vocal,18.157021720509007,18.22290629507753,0.01158068139889731
demucs,BKS - Bulldozer,other,non_vocal,12.8538075786554,13.073281855526094,0.010390996509005114
demucs,BKS - Too Much,other,non_vocal,11.300649862375767,11.611177620267451,0.00882354415202721
demucs,Ben Carrigan - We'll Talk About It All Tonight,other,non_vocal,8.728218393981015,9.274435635071873,0.01350809991088163
demucs,Bobby Nobody - Stitch Up,other,non_vocal,13.002827012796025,13.215076149698739,0.0115044144312246
demucs,Buitraker - Revo X,other,non_vocal,7.751959880770568,8.425661912455842,0.017074042606985102
demucs,Carlos Gonzalez - A Place For Us,other,non_vocal,6.698573697533839,7.5402827255065255,0.02286112920866097
demucs,Cristina Vane - So Easy,other,non_vocal,9.789667123101319,10.223141681300696,0.014766512503929052
demucs,Detsky Sad - Walkie Talkie,other,non_vocal,15.192382014005032,15.3218189398636,0.00874311468037125
demucs,Enda Reilly - Cur An Long Ag Seol,other,non_vocal,11.039772948771374,11.368814737952118,0.013838259098227498
demucs,Forkupines - Semantics,other,non_vocal,11.743076896645876,12.024481012028254,0.014101926261008715
demucs,Georgia Wonder - Siren,other,non_vocal,8.652264984417013,9.2075281829346,0.018856911910883394
demucs,Girls Under Glass - We Feel Alright,other,non_vocal,11.927276246461489,12.197350386845045,0.01369015589716406
demucs,Hollow Ground - Ill Fate,other,non_vocal,17.45975957881405,17.537016920377603,0.01415262465398578
demucs,James Elder & Mark M Thompson - The English Actor,other,non_vocal,9.122263472013245,9.623731584382583,0.02049704500838692
demucs,Juliet's Rescue - Heartbeats,other,non_vocal,13.61390582622689,13.798880457716486,0.011723852978650261
demucs,Little Chicago's Finest - My Own,other,non_vocal,7.899485017311324,8.552294633269204,0.005035715791581879
demucs,Louis Cressy Band - Good Time,other,non_vocal,14.89363774850766,15.032146336293335,0.008522069147067742
demucs,Lyndsey Ollard - Catching Up,other,non_vocal,8.153418390142297,8.771667316387596,0.010868135199918534
demucs,M.E.R.C. Music - Knockout,other,non_vocal,9.267517187454597,9.753379295805768,0.013665155006152074
demucs,Moosmusic - Big Dummy Shake,other,non_vocal,12.477656635806941,12.716451080203973,0.014663951550630298
demucs,Motor Tapes - Shore,other,non_vocal,11.113523329684154,11.437226026666371,0.019995721467814035
demucs,Mu - Too Bright,other,non_vocal,10.599857960731729,10.962549752512288,0.012381701621546502
demucs,Nerve 9 - Pray For The Rain,other,non_vocal,9.790485786144743,10.223882584751575,0.018442155112376877
demucs,PR - Happy Daze,other,non_vocal,10.299628889041015,10.687155064264813,0.029974297710313808
demucs,PR - Oh No,other,non_vocal,7.243575780710883,7.994092893145872,0.03972548921311634
demucs,Punkdisco - Oral Hygiene,other,non_vocal,11.743365651106012,12.024751650297477,0.005137944205323545
demucs,Raft Monk - Tiring,other,non_vocal,8.062561131159349,8.692975705711861,0.02615360398013987
demucs,Sambasevam Shanmugam - Kaathaadi,other,non_vocal,13.675311358180505,13.85774279299701,0.009339048833744914
demucs,Secretariat - Borderline,other,non_vocal,12.76949842384415,12.993166031705512,0.019125440066102378
demucs,Secretariat - Over The Top,other,non_vocal,13.869625836846076,14.044233024932218,0.012936849311255235
demucs,Side Effects Project - Sing With Me,other,non_vocal,2.639565370157313,4.527605186397991,0.009895103198408282
demucs,Signe Jakobsen - What Have You Done To Me,other,non_vocal,10.97540325742072,11.30917422755915,0.01715540459624173
demucs,Skelpolu - Resurrection,other,non_vocal,7.942278873231494,8.589141305575895,0.018850107633015457
demucs,Speak Softly - Broken Man,other,non_vocal,12.05894520395133,12.321192750179353,0.01565940455679433
demucs,Speak Softly - Like Horses,other,non_vocal,9.16071543753532,9.658006852386366,0.023933231494446518
demucs,The Doppler Shift - Atrophy,other,non_vocal,10.816284874136041,11.162028331511198,0.016211201834447533
demucs,The Easton Ellises (Baumi) - SDRNR,other,non_vocal,3.576776075128776,5.1569504704379545,0.02785126061829029
demucs,The Easton Ellises - Falcon 69,other,non_vocal,6.126176817734025,7.074365894862675,0.028948534401645732
demucs,The Long Wait - Dark Horses,other,non_vocal,12.501298532212989,12.73883138520539,0.01131519752489412
demucs,The Mountaineering Club - Mallory,other,non_vocal,13.942688780240571,14.114439899748563,0.006958294150909744
demucs,The Sunshine Garcia Band - For I Am The Moon,other,non_vocal,4.162247047091672,5.572066199306574,0.01467599298135454
demucs,Timboz - Pony,other,non_vocal,13.506410423350166,13.695920927866913,0.016254288142182285
demucs,Tom McKenzie - Directions,other,non_vocal,13.871738616258009,14.046262564862609,0.007475964224607677
demucs,Triviul feat. The Fiend - Widow,other,non_vocal,5.28602499926571,6.412316654204578,0.015946228744745754
demucs,We Fell From The Sky - Not You,other,non_vocal,13.361691126664093,13.557480428021256,0.013632826000647158
demucs,Zeno - Signs,other,non_vocal,10.46302890157631,10.836843810370834,0.021986186202477272
demucs,AM Contra - Heart Peripheral,other,vocals,15.218957668338032,15.347616534588964,0.009583669334961945
demucs,Al James - Schoolboy Facination,other,vocals,9.056853465408699,9.565502604434341,0.022605814087108884
demucs,Angels In Amplifiers - I'm Alright,other,vocals,12.644813609490155,12.874826176484282,0.014179121106539879
demucs,Arise - Run Run Run,other,vocals,13.206978523014964,13.409705106169984,0.01148686960766425
demucs,BKS - Bulldozer,other,vocals,5.203733694751312,6.348961695784102,0.010385449345948778
demucs,BKS - Too Much,other,vocals,15.159689485467258,15.290089916592937,0.00881301785286563
demucs,Ben Carrigan - We'll Talk About It All Tonight,other,vocals,6.819919610263127,7.6404937464965395,0.013525638399460523
demucs,Bobby Nobody - Stitch Up,other,vocals,11.045666929096111,11.374278930528677,0.011404126328609177
demucs,Buitraker - Revo X,other,vocals,5.954547595609002,6.9369388014962166,0.016912721603173756
demucs,Carlos Gonzalez - A Place For Us,other,vocals,8.698812598753575,9.248515509207104,0.02148044138538133
demucs,Cristina Vane - So Easy,other,vocals,11.36842803088205,11.674312564010833,0.014745020952700711
demucs,Detsky Sad - Walkie Talkie,other,vocals,13.776798470091425,13.955101535584491,0.008746420507631771
demucs,Enda Reilly - Cur An Long Ag Seol,other,vocals,13.25488709748569,13.455440187963092,0.013828843679298942
demucs,Forkupines - Semantics,other,vocals,8.536524351038498,9.105842521468194,0.01408258738716881
demucs,Georgia Wonder - Siren,other,vocals,6.591604188413762,7.45235198682844,0.018853473098379283
demucs,Girls Under Glass - We Feel Alright,other,vocals,7.2134865245909445,7.968792892917791,0.013407682063780587
demucs,Hollow Ground - Ill Fate,other,vocals,8.076213020468174,8.704785530357293,0.013859799047101997
demucs,James Elder & Mark M Thompson - The English Actor,other,vocals,8.339018840025133,8.933092374082259,0.02049601666088654
demucs,Juliet's Rescue - Heartbeats,other,vocals,10.26423886424264,10.654797425357959,0.011619021065551807
demucs,Little Chicago's Finest - My Own,other,vocals,17.093706495943643,17.177692629396017,0.005071105427416071
demucs,Louis Cressy Band - Good Time,other,vocals,12.961260544342128,13.175501344481866,0.008502945305327046
demucs,Lyndsey Ollard - Catching Up,other,vocals,13.083492697958336,13.291928149665875,0.01086113655784654
demucs,M.E.R.C. Music - Knockout,other,vocals,11.127538552873679,11.450236108600514,0.013633594824925134
demucs,Moosmusic - Big Dummy Shake,other,vocals,13.286921886354783,13.486034357888252,0.014584589886280811
demucs,Motor Tapes - Shore,other,vocals,9.289905681322084,9.773403578800124,0.019301466954773555
demucs,Mu - Too Bright,other,vocals,12.000217227910086,12.26592809149427,0.012321144821168398
demucs,Nerve 9 - Pray For The Rain,other,vocals,9.040573262928968,9.551024729360053,0.01844682489779453
demucs,PR - Happy Daze,other,vocals,7.368232167035767,8.09920299247395,0.0035358923836175922
demucs,PR - Oh No,other,vocals,-3.1544180918565408,1.7134026228396304,0.013174887757671684
demucs,Punkdisco - Oral Hygiene,other,vocals,14.795836516960627,14.93744876187153,0.005024991296214304
demucs,Raft Monk - Tiring,other,vocals,5.408118348920082,6.506820192067776,0.0260028237237543
demucs,Sambasevam Shanmugam - Kaathaadi,other,vocals,16.50220168409751,16.59830757017669,0.009305051710460007
demucs,Secretariat - Borderline,other,vocals,8.63854275457523,9.195455162108114,0.019113420335658337
demucs,Secretariat - Over The Top,other,vocals,11.352424192309392,11.659399007403206,0.012918424554302341
demucs,Side Effects Project - Sing With Me,other,vocals,16.021236296364133,16.128459429853557,0.010037558944401805
demucs,Signe Jakobsen - What Have You Done To Me,other,vocals,11.986749108328556,12.253260446797192,0.01693055842671183
demucs,Skelpolu - Resurrection,other,vocals,-0.39116905935429386,2.819118013941539,0.01889055034956655
demucs,Speak Softly - Broken Man,other,vocals,7.44600645180004,8.165020048380294,0.015508936967194971
demucs,Speak Softly - Like Horses,other,vocals,9.45373305379935,9.92025911613492,0.02399110968967755
demucs,The Doppler Shift - Atrophy,other,vocals,9.287611305840265,9.771350986879398,0.016528998050726478
demucs,The Easton Ellises (Baumi) - SDRNR,other,vocals,6.551941030567003,7.419846616767538,0.027867092120514005
demucs,The Easton Ellises - Falcon 69,other,vocals,5.914432952320436,6.9049751173992515,0.0290202825629392
demucs,The Long Wait - Dark Horses,other,vocals,10.219874258109275,10.61426622966823,0.011285959535472432
demucs,The Mountaineering Club - Mallory,other,vocals,14.388329579086811,14.543626684188231,0.006848292806685447
demucs,The Sunshine Garcia Band - For I Am The Moon,other,vocals,12.276807980118152,12.526586301151587,0.014732930582950252
demucs,Timboz - Pony,other,vocals,5.727286570192622,6.756655576204027,0.01619463243919478
demucs,Tom McKenzie - Directions,other,vocals,13.352212711397764,13.548420267412713,0.007662532867198137
demucs,Triviul feat. The Fiend - Widow,other,vocals,11.632599698737852,11.921018517905628,0.01596268416348465
demucs,We Fell From The Sky - Not You,other,vocals,6.910045122034688,7.715235272881484,0.01355497457851213
demucs,Zeno - Signs,other,vocals,8.957290730813233,9.477056630267075,0.021975621608558635
spleeter,AM Contra - Heart Peripheral,accompaniment,non_vocal,14.53244541909778,14.682760426216877,0.01903561645436538
spleeter,Al James - Schoolboy Facination,accompaniment,non_vocal,6.994471067694331,7.785488721339045,0.031412690982245736
spleeter,Angels In Amplifiers - I'm Alright,accompaniment,non_vocal,11.412268208514444,11.715185183387067,0.023173647120666843
spleeter,Arise - Run Run Run,accompaniment,non_vocal,14.910592117358428,15.04856951976711,0.024749209887728104
spleeter,BKS - Bulldozer,accompaniment,non_vocal,16.042408738148907,16.149116770431036,0.01620743648639282
spleeter,BKS - Too Much,accompaniment,non_vocal,14.693393616756989,14.838330182836664,0.015986288970009855
spleeter,Ben Carrigan - We'll Talk About It All Tonight,accompaniment,non_vocal,11.60637630681675,11.896484844467265,0.01913459130170974
spleeter,Bobby Nobody - Stitch Up,accompaniment,non_vocal,13.158094888860337,13.36306291332578,0.017684983016931763
spleeter,Buitraker - Revo X,accompaniment,non_vocal,13.541260051394099,13.729288246548618,0.02334358180188425
spleeter,Carlos Gonzalez - A Place For Us,accompaniment,non_vocal,7.561695499891363,8.263255254847753,0.028984578274901314
spleeter,Cristina Vane - So Easy,accompaniment,non_vocal,13.506503849022579,13.696010364487439,0.019784093138868104
spleeter,Detsky Sad - Walkie Talkie,accompaniment,non_vocal,12.955948589551587,13.170445222987414,0.02370478382786726
spleeter,Enda Reilly - Cur An Long Ag Seol,accompaniment,non_vocal,12.233141889646927,12.485372367272682,0.024180586176648405
spleeter,Forkupines - Semantics,accompaniment,non_vocal,16.37564842128993,16.474563911485205,0.018477872396153908
spleeter,Georgia Wonder - Siren,accompaniment,non_vocal,11.163264889990195,11.483413813232007,0.026778292003212644
spleeter,Girls Under Glass - We Feel Alright,accompaniment,non_vocal,15.147955976841184,15.27870393479348,0.019482570993375053
spleeter,Hollow Ground - Ill Fate,accompaniment,non_vocal,17.50589957457219,17.582347612734562,0.017505189441515523
spleeter,James Elder & Mark M Thompson - The English Actor,accompaniment,non_vocal,10.33600498629145,10.720437750052024,0.02451085915026548
spleeter,Juliet's Rescue - Heartbeats,accompaniment,non_vocal,16.516969524316274,16.612752736242072,0.0160531461129447
spleeter,Little Chicago's Finest - My Own,accompaniment,non_vocal,12.34731704450393,12.593184605564186,0.010772439542558753
spleeter,Louis Cressy Band - Good Time,accompaniment,non_vocal,13.909899913515403,14.082927057742893,0.01536308260995273
spleeter,Lyndsey Ollard - Catching Up,accompaniment,non_vocal,12.864245211936069,13.083205708138038,0.010366810400580257
spleeter,M.E.R.C. Music - Knockout,accompaniment,non_vocal,10.379707330646369,10.760454887111514,0.0210144609800135
spleeter,Moosmusic - Big Dummy Shake,accompaniment,non_vocal,13.78712409077362,13.965012287652904,0.02552902338686132
spleeter,Motor Tapes - Shore,accompaniment,non_vocal,10.273311422611933,10.663090449019384,0.026458379394992307
spleeter,Mu - Too Bright,accompaniment,non_vocal,12.299622028624228,12.548128408199794,0.021766422593795413
spleeter,Nerve 9 - Pray For The Rain,accompaniment,non_vocal,10.825254306746006,11.170312042205882,0.02360489809210239
spleeter,PR - Happy Daze,accompaniment,non_vocal,22.010150813532693,22.037403285012886,0.013992564695630216
spleeter,PR - Oh No,accompaniment,non_vocal,17.983645445219803,18.052192360099074,0.018441814877258503
spleeter,Punkdisco - Oral Hygiene,accompaniment,non_vocal,19.107566998606348,19.160579013886313,0.012368673929525772
spleeter,Raft Monk - Tiring,accompaniment,non_vocal,11.156527511976666,11.477155575285117,0.03360605976282388
spleeter,Sambasevam Shanmugam - Kaathaadi,accompaniment,non_vocal,15.041753377066954,15.175688659877144,0.015086919731282556
spleeter,Secretariat - Borderline,accompaniment,non_vocal,11.857128758920902,12.131464532611858,0.025117117077641558
spleeter,Secretariat - Over The Top,accompaniment,non_vocal,15.243639721372995,15.371580095462685,0.02179870162754506
spleeter,Side Effects Project - Sing With Me,accompaniment,non_vocal,11.477569038128433,11.77611725840967,0.021290269978211818
spleeter,Signe Jakobsen - What Have You Done To Me,accompaniment,non_vocal,11.120254274802319,11.443473867267711,0.023188924490204363
spleeter,Skelpolu - Resurrection,accompaniment,non_vocal,14.4080294021074,14.562636029659204,0.028403365509632374
spleeter,Speak Softly - Broken Man,accompaniment,non_vocal,13.391032486940178,13.58553255824847,0.024793067515596456
spleeter,Speak Softly - Like Horses,accompaniment,non_vocal,9.876704332401218,10.301985648370614,0.03396425186061441
spleeter,The Doppler Shift - Atrophy,accompaniment,non_vocal,13.946114787319793,14.11773311246934,0.021242657999182304
spleeter,The Easton Ellises (Baumi) - SDRNR,accompaniment,non_vocal,9.448892907044028,9.915912199949906,0.03381581049354042
spleeter,The Easton Ellises - Falcon 69,accompaniment,non_vocal,10.924820364679755,11.262353429492011,0.03481562311421515
spleeter,The Long Wait - Dark Horses,accompaniment,non_vocal,13.503078509242084,13.692731332205447,0.015847842412846348
spleeter,The Mountaineering Club - Mallory,accompaniment,non_vocal,18.220450670299478,18.28538709560836,0.011071642346767172
spleeter,The Sunshine Garcia Band - For I Am The Moon,accompaniment,non_vocal,13.464453842854407,13.655764119486777,0.020295443764015847
spleeter,Timboz - Pony,accompaniment,non_vocal,12.407534995309135,12.650109761146975,0.022497887173280825
spleeter,Tom McKenzie - Directions,accompaniment,non_vocal,17.255737853541152,17.336676753162884,0.013301746955527948
spleeter,Triviul feat. The Fiend - Widow,accompaniment,non_vocal,9.945513757759505,10.364422248039942,0.023279142246310513
spleeter,We Fell From The Sky - Not You,accompaniment,non_vocal,14.740200916008448,14.883609146532867,0.01841626965582172
spleeter,Zeno - Signs,accompaniment,non_vocal,10.96444424372656,11.29902685029123,0.028687734469545072
spleeter,AM Contra - Heart Peripheral,accompaniment,vocals,10.18385706181659,10.581387579007885,0.016582770919342554
spleeter,Al James - Schoolboy Facination,accompaniment,vocals,5.938814230039845,6.924395175030704,0.030633631860356392
spleeter,Angels In Amplifiers - I'm Alright,accompaniment,vocals,8.401377760889094,8.98752863143135,0.022179539018035595
spleeter,Arise - Run Run Run,accompaniment,vocals,6.031064219202914,6.998073504223386,0.024160571644470462
spleeter,BKS - Bulldozer,accompaniment,vocals,-0.4374894925807579,2.797061732774166,0.016219445851461955
spleeter,BKS - Too Much,accompaniment,vocals,10.38524863642391,10.76553134289163,0.014838123281356051
spleeter,Ben Carrigan - We'll Talk About It All Tonight,accompaniment,vocals,3.1567083791200314,4.869364500775911,0.018625932597600627
spleeter,Bobby Nobody - Stitch Up,accompaniment,vocals,6.548466298846044,7.417001505582209,0.01799280478117762
spleeter,Buitraker - Revo X,accompaniment,vocals,2.0530944078181057,4.157057076499721,0.02330298506957484
spleeter,Carlos Gonzalez - A Place For Us,accompaniment,vocals,5.5903331934525236,6.648964530069956,0.02898276815080843
spleeter,Cristina Vane - So Easy,accompaniment,vocals,8.516543638387835,9.088321627772242,0.019851182677161124
spleeter,Detsky Sad - Walkie Talkie,accompaniment,vocals,4.6661639747144825,5.942052656762154,0.023434109657702203
spleeter,Enda Reilly - Cur An Long Ag Seol,accompaniment,vocals,8.183506145259516,8.797774746487384,0.02364066518108841
spleeter,Forkupines - Semantics,accompaniment,vocals,5.935957450149258,6.922118559573781,0.01811312690378596
spleeter,Georgia Wonder - Siren,accompaniment,vocals,4.101138531453432,5.527983289110488,0.023600733295397143
spleeter,Girls Under Glass - We Feel Alright,accompaniment,vocals,3.3030631888121347,4.968564176587804,0.019024403655927443
spleeter,Hollow Ground - Ill Fate,accompaniment,vocals,5.652840900065323,6.6980264073859335,0.017492131386439274
spleeter,James Elder & Mark M Thompson - The English Actor,accompaniment,vocals,6.474993673215841,7.356939026998872,0.02457358856213764
spleeter,Juliet's Rescue - Heartbeats,accompaniment,vocals,7.3430756502256145,8.077953024833699,0.015663433634542756
spleeter,Little Chicago's Finest - My Own,accompaniment,vocals,9.98776455051976,10.402805141214873,0.011040518285634437
spleeter,Louis Cressy Band - Good Time,accompaniment,vocals,7.452560461695335,8.170574685771708,0.015125983319139632
spleeter,Lyndsey Ollard - Catching Up,accompaniment,vocals,13.559875655650481,13.74711670130909,0.010307197733857715
spleeter,M.E.R.C. Music - Knockout,accompaniment,vocals,7.5165769945195375,8.224896785521501,0.019817295259377584
spleeter,Moosmusic - Big Dummy Shake,accompaniment,vocals,8.981664278177092,9.498687769521874,0.023077049436591477
spleeter,Motor Tapes - Shore,accompaniment,vocals,6.214736618128777,7.145697463680366,0.026444578709532755
spleeter,Mu - Too Bright,accompaniment,vocals,6.8607928077647875,7.674357273260274,0.021153077123367958
spleeter,Nerve 9 - Pray For The Rain,accompaniment,vocals,6.527789973207425,7.400080264073221,0.023632715275183562
spleeter,PR - Happy Daze,accompaniment,vocals,-17.0330705225029,0.085155465571357,0.009886380847180954
spleeter,PR - Oh No,accompaniment,vocals,-5.321270604412028,1.1182653903820425,0.016190369254387982
spleeter,Punkdisco - Oral Hygiene,accompaniment,vocals,6.843699090409425,7.660188445685764,0.011655180361390419
spleeter,Raft Monk - Tiring,accompaniment,vocals,2.2409185451248383,4.273720299227345,0.033587507963792
spleeter,Sambasevam Shanmugam - Kaathaadi,accompaniment,vocals,12.255204159787525,12.50619277807851,0.014908719432592928
spleeter,Secretariat - Borderline,accompaniment,vocals,5.84358132171897,6.848667101217475,0.02501018986102129
spleeter,Secretariat - Over The Top,accompaniment,vocals,7.1941369703158635,7.952537940441039,0.019790169216687904
spleeter,Side Effects Project - Sing With Me,accompaniment,vocals,9.078058005080766,9.58436865305645,0.021321695460193687
spleeter,Signe Jakobsen - What Have You Done To Me,accompaniment,vocals,8.90991265885134,9.435048557860679,0.02343080041541957
spleeter,Skelpolu - Resurrection,accompaniment,vocals,-11.384294264924717,0.30480731562992974,0.025430738794319327
spleeter,Speak Softly - Broken Man,accompaniment,vocals,2.4365839697290714,4.39727563433356,0.02411974468706088
spleeter,Speak Softly - Like Horses,accompaniment,vocals,6.253030926321914,7.176629374718541,0.03358502780759649
spleeter,The Doppler Shift - Atrophy,accompaniment,vocals,6.590285013896526,7.451270015844927,0.021592533641727103
spleeter,The Easton Ellises (Baumi) - SDRNR,accompaniment,vocals,5.5375193343670945,6.607630111446728,0.030534901037066152
spleeter,The Easton Ellises - Falcon 69,accompaniment,vocals,3.933269234042838,5.407779910509518,0.034410503412334016
spleeter,The Long Wait - Dark Horses,accompaniment,vocals,7.044490206513629,7.8272188405591745,0.015563832225582748
spleeter,The Mountaineering Club - Mallory,accompaniment,vocals,10.224765552688977,10.618733125715416,0.010763799406177324
spleeter,The Sunshine Garcia Band - For I Am The Moon,accompaniment,vocals,9.66938998232913,10.114434132842145,0.01948620164535526
spleeter,Timboz - Pony,accompaniment,vocals,1.7803228757431098,3.991056664961838,0.022260369749411157
spleeter,Tom McKenzie - Directions,accompaniment,vocals,8.28852559440382,8.889087365474634,0.013166574227590006
spleeter,Triviul feat. The Fiend - Widow,accompaniment,vocals,8.15608844915359,8.773983183726825,0.02305254261938134
spleeter,We Fell From The Sky - Not You,accompaniment,vocals,3.3005171872125554,4.966829302260184,0.01861377465879252
spleeter,Zeno - Signs,accompaniment,vocals,6.074297067698784,7.032710749484772,0.029127334215024715
spleeter,AM Contra - Heart Peripheral,bass,non_vocal,17.14411810844472,17.227144197791745,0.0065405904862521035
spleeter,Al James - Schoolboy Facination,bass,non_vocal,7.968408700020508,8.611664541477746,0.019894228558533462
spleeter,Angels In Amplifiers - I'm Alright,bass,non_vocal,14.284387176277187,14.443377907006292,0.008645840817592617
spleeter,Arise - Run Run Run,bass,non_vocal,18.095933208110964,18.16274393115823,0.011397210629408138
spleeter,BKS - Bulldozer,bass,non_vocal,16.353640852392434,16.45305315413548,0.008119263966560196
spleeter,BKS - Too Much,bass,non_vocal,19.62412416496559,19.671223502601173,0.00632046000859858
spleeter,Ben Carrigan - We'll Talk About It All Tonight,bass,non_vocal,13.558903492790254,13.74618556584159,0.008878182248646792
spleeter,Bobby Nobody - Stitch Up,bass,non_vocal,17.020713612499467,17.106109344782496,0.007075259737943388
spleeter,Buitraker - Revo X,bass,non_vocal,14.647251250064642,14.793710114898298,0.010952821189591217
spleeter,Carlos Gonzalez - A Place For Us,bass,non_vocal,7.497794641699947,8.208946204004766,0.009291510186615769
spleeter,Cristina Vane - So Easy,bass,non_vocal,13.05896239707497,13.268550451187478,0.008866435400016604
spleeter,Detsky Sad - Walkie Talkie,bass,non_vocal,13.19648991799799,13.399695404436098,0.00629016551871934
spleeter,Enda Reilly - Cur An Long Ag Seol,bass,non_vocal,15.219088742466376,15.347743782682139,0.010058049406783473
spleeter,Forkupines - Semantics,bass,non_vocal,18.245193507183714,18.309763754250774,0.005227697412683988
spleeter,Georgia Wonder - Siren,bass,non_vocal,17.992918609961222,18.061320463256124,0.007718678983403463
spleeter,Girls Under Glass - We Feel Alright,bass,non_vocal,15.49857449915095,15.619321272679077,0.010264220531264582
spleeter,Hollow Ground - Ill Fate,bass,non_vocal,19.46984230018964,19.518635370125267,0.006437375241768971
spleeter,James Elder & Mark M Thompson - The English Actor,bass,non_vocal,6.4751161260348065,7.357038975294029,0.01536211881434395
spleeter,Juliet's Rescue - Heartbeats,bass,non_vocal,15.071083963241517,15.204131414526012,0.0060638851443775175
spleeter,Little Chicago's Finest - My Own,bass,non_vocal,13.432683712996234,13.625367915676133,0.004143494543535115
spleeter,Louis Cressy Band - Good Time,bass,non_vocal,17.991243394359614,18.059671430759842,0.0042851255117458175
