Model,Source,SI_SDR,SI_SAR_like,RMSE
Paired_Stems,accompaniment,14.31351564336998,14.47146280233069,0.009679648498449774
Paired_Stems,bass,16.074836182405814,16.180797255430242,0.007633177494010056
Paired_Stems,drums,14.376388544123241,14.53210680297936,0.008612179833794174
Paired_Stems,other,11.364725998476505,11.671259541941609,0.01248326371451891
